Rakuten_unscaled,Rakuten_monthly,isPartial,scale,Rakuten
90,25.0,,0.25,22.5
70,25.0,,0.25,17.5
71,25.0,,0.25,17.75
70,25.0,,0.25,17.5
74,25.0,,0.25,18.5
70,22.0,False,0.22,15.4
75,22.0,,0.22,16.5
77,22.0,,0.22,16.94
66,22.0,,0.22,14.52
74,22.0,,0.22,16.28
73,22.0,,0.22,16.06
78,22.0,,0.22,17.16
84,23.0,False,0.23,19.32
78,23.0,,0.23,17.94
83,23.0,,0.23,19.09
78,23.0,,0.23,17.94
77,23.0,,0.23,17.71
75,23.0,,0.23,17.25
83,23.0,,0.23,19.09
91,23.0,False,0.23,20.93
70,23.0,,0.23,16.1
75,23.0,,0.23,17.25
79,23.0,,0.23,18.17
78,23.0,,0.23,17.94
79,23.0,,0.23,18.17
75,23.0,,0.23,17.25
100,25.0,False,0.25,25.0
91,25.0,,0.25,22.75
82,25.0,,0.25,20.5
83,25.0,,0.25,20.75
78,25.0,,0.25,19.5
79,25.0,,0.25,19.75
74,25.0,,0.25,18.5
87,22.0,False,0.22,19.14
75,22.0,,0.22,16.5
76,22.0,,0.22,16.72
72,22.0,,0.22,15.84
76,22.0,,0.22,16.72
73,22.0,,0.22,16.06
79,22.0,,0.22,17.38
78,23.0,False,0.23,17.94
99,23.0,,0.23,22.77
92,23.0,,0.23,21.16
93,23.0,,0.23,21.39
85,23.0,,0.23,19.55
96,23.0,,0.23,22.080000000000002
97,23.0,,0.23,22.310000000000002
93,22.0,False,0.22,20.46
75,22.0,,0.22,16.5
89,22.0,,0.22,19.580000000000002
86,22.0,,0.22,18.92
100,22.0,,0.22,22.0
90,22.0,,0.22,19.8
94,22.0,,0.22,20.68
93,21.0,False,0.21,19.529999999999998
96,21.0,,0.21,20.16
97,21.0,,0.21,20.37
81,21.0,,0.21,17.009999999999998
72,21.0,,0.21,15.12
80,21.0,,0.21,16.8
88,21.0,,0.21,18.48
92,21.0,False,0.21,19.32
91,21.0,,0.21,19.11
89,21.0,,0.21,18.689999999999998
83,21.0,,0.21,17.43
88,21.0,,0.21,18.48
84,21.0,,0.21,17.64
90,21.0,,0.21,18.9
89,24.0,False,0.24,21.36
95,24.0,,0.24,22.8
95,24.0,,0.24,22.8
42,24.0,,0.24,10.08
41,24.0,,0.24,9.84
39,24.0,,0.24,9.36
38,24.0,,0.24,9.12
42,35.0,False,0.35,14.7
56,35.0,,0.35,19.599999999999998
100,35.0,,0.35,35.0
60,35.0,,0.35,21.0
46,35.0,,0.35,16.099999999999998
44,35.0,,0.35,15.399999999999999
44,35.0,,0.35,15.399999999999999
50,27.0,False,0.27,13.5
53,27.0,,0.27,14.31
48,27.0,,0.27,12.96
47,27.0,,0.27,12.690000000000001
37,27.0,,0.27,9.99
35,27.0,,0.27,9.450000000000001
37,27.0,,0.27,9.99
41,27.0,False,0.27,11.07
39,27.0,,0.27,10.530000000000001
44,27.0,,0.27,11.88
43,27.0,,0.27,11.610000000000001
40,27.0,,0.27,10.8
45,27.0,,0.27,12.15
49,27.0,,0.27,13.23
50,26.0,False,0.26,13.0
55,26.0,,0.26,14.3
46,26.0,,0.26,11.96
35,26.0,,0.26,9.1
37,26.0,,0.26,9.620000000000001
34,26.0,,0.26,8.84
89,26.0,,0.26,23.14
97,23.0,False,0.23,22.310000000000002
95,23.0,,0.23,21.85
96,23.0,,0.23,22.080000000000002
96,23.0,,0.23,22.080000000000002
92,23.0,,0.23,21.16
88,23.0,,0.23,20.240000000000002
98,23.0,,0.23,22.540000000000003
100,24.0,False,0.24,24.0
99,24.0,,0.24,23.759999999999998
100,24.0,,0.24,24.0
93,24.0,,0.24,22.32
96,24.0,,0.24,23.04
83,24.0,,0.24,19.919999999999998
89,24.0,,0.24,21.36
91,23.0,False,0.23,20.93
92,23.0,,0.23,21.16
93,23.0,,0.23,21.39
90,23.0,,0.23,20.7
80,23.0,,0.23,18.400000000000002
95,23.0,,0.23,21.85
88,23.0,,0.23,20.240000000000002
97,23.0,False,0.23,22.310000000000002
90,23.0,,0.23,20.7
96,23.0,,0.23,22.080000000000002
87,23.0,,0.23,20.01
88,23.0,,0.23,20.240000000000002
85,23.0,,0.23,19.55
94,23.0,,0.23,21.62
100,25.0,False,0.25,25.0
72,25.0,,0.25,18.0
81,25.0,,0.25,20.25
78,25.0,,0.25,19.5
78,25.0,,0.25,19.5
78,25.0,,0.25,19.5
74,25.0,,0.25,18.5
82,23.0,False,0.23,18.86
74,23.0,,0.23,17.02
73,23.0,,0.23,16.79
83,23.0,,0.23,19.09
73,23.0,,0.23,16.79
78,23.0,,0.23,17.94
71,23.0,,0.23,16.330000000000002
62,24.0,False,0.24,14.879999999999999
87,24.0,,0.24,20.88
100,24.0,,0.24,24.0
96,24.0,,0.24,23.04
82,24.0,,0.24,19.68
70,24.0,,0.24,16.8
80,24.0,,0.24,19.2
76,23.0,False,0.23,17.48
68,23.0,,0.23,15.64
73,23.0,,0.23,16.79
76,23.0,,0.23,17.48
74,23.0,,0.23,17.02
66,23.0,,0.23,15.180000000000001
65,23.0,,0.23,14.950000000000001
73,23.0,False,0.23,16.79
74,23.0,,0.23,17.02
82,23.0,,0.23,18.86
71,23.0,,0.23,16.330000000000002
80,23.0,,0.23,18.400000000000002
79,23.0,,0.23,18.17
71,23.0,,0.23,16.330000000000002
82,25.0,False,0.25,20.5
82,25.0,,0.25,20.5
86,25.0,,0.25,21.5
76,25.0,,0.25,19.0
81,25.0,,0.25,20.25
91,25.0,,0.25,22.75
88,25.0,,0.25,22.0
93,25.0,False,0.25,23.25
100,25.0,,0.25,25.0
95,25.0,,0.25,23.75
91,25.0,,0.25,22.75
96,25.0,,0.25,24.0
85,25.0,,0.25,21.25
81,25.0,,0.25,20.25
78,24.0,False,0.24,18.72
84,24.0,,0.24,20.16
85,24.0,,0.24,20.4
78,24.0,,0.24,18.72
89,24.0,,0.24,21.36
81,24.0,,0.24,19.439999999999998
88,24.0,,0.24,21.119999999999997
95,24.0,False,0.24,22.8
87,24.0,,0.24,20.88
88,24.0,,0.24,21.119999999999997
84,24.0,,0.24,20.16
88,24.0,,0.24,21.119999999999997
92,24.0,,0.24,22.08
93,24.0,,0.24,22.32
83,25.0,False,0.25,20.75
100,25.0,,0.25,25.0
79,25.0,,0.25,19.75
68,25.0,,0.25,17.0
55,25.0,,0.25,13.75
62,25.0,,0.25,15.5
61,25.0,,0.25,15.25
61,25.0,False,0.25,15.25
54,25.0,,0.25,13.5
57,25.0,,0.25,14.25
54,25.0,,0.25,13.5
62,25.0,,0.25,15.5
64,25.0,,0.25,16.0
66,25.0,,0.25,16.5
63,21.0,False,0.21,13.229999999999999
67,21.0,,0.21,14.07
69,21.0,,0.21,14.49
64,21.0,,0.21,13.44
59,21.0,,0.21,12.389999999999999
61,21.0,,0.21,12.809999999999999
61,21.0,,0.21,12.809999999999999
68,21.0,False,0.21,14.28
65,21.0,,0.21,13.65
61,21.0,,0.21,12.809999999999999
60,21.0,,0.21,12.6
56,21.0,,0.21,11.76
54,21.0,,0.21,11.34
56,21.0,,0.21,11.76
65,20.0,False,0.2,13.0
54,20.0,,0.2,10.8
66,20.0,,0.2,13.200000000000001
73,20.0,,0.2,14.600000000000001
76,20.0,,0.2,15.200000000000001
80,20.0,,0.2,16.0
72,20.0,,0.2,14.4
79,24.0,False,0.24,18.96
98,24.0,,0.24,23.52
92,24.0,,0.24,22.08
100,24.0,,0.24,24.0
91,24.0,,0.24,21.84
76,24.0,,0.24,18.24
71,24.0,,0.24,17.04
79,20.0,False,0.2,15.8
81,20.0,,0.2,16.2
82,20.0,,0.2,16.400000000000002
75,20.0,,0.2,15.0
70,20.0,,0.2,14.0
64,20.0,,0.2,12.8
67,20.0,,0.2,13.4
76,21.0,False,0.21,15.959999999999999
74,21.0,,0.21,15.54
74,21.0,,0.21,15.54
78,21.0,,0.21,16.38
69,21.0,,0.21,14.49
77,21.0,,0.21,16.169999999999998
75,21.0,,0.21,15.75
83,20.0,False,0.2,16.6
73,20.0,,0.2,14.600000000000001
79,20.0,,0.2,15.8
70,20.0,,0.2,14.0
72,20.0,,0.2,14.4
13,20.0,,0.2,2.6
14,20.0,,0.2,2.8000000000000003
14,24.0,False,0.24,3.36
13,24.0,,0.24,3.12
14,24.0,,0.24,3.36
10,24.0,,0.24,2.4
15,24.0,,0.24,3.5999999999999996
15,24.0,,0.24,3.5999999999999996
18,24.0,,0.24,4.32
19,31.0,False,0.31,5.89
22,31.0,,0.31,6.82
22,31.0,,0.31,6.82
19,31.0,,0.31,5.89
20,31.0,,0.31,6.2
19,31.0,,0.31,5.89
18,31.0,,0.31,5.58
23,40.0,False,0.4,9.200000000000001
21,40.0,,0.4,8.4
21,40.0,,0.4,8.4
22,40.0,,0.4,8.8
24,40.0,,0.4,9.600000000000001
26,40.0,,0.4,10.4
28,40.0,,0.4,11.200000000000001
31,85.0,False,0.85,26.349999999999998
32,85.0,,0.85,27.2
35,85.0,,0.85,29.75
36,85.0,,0.85,30.599999999999998
51,85.0,,0.85,43.35
100,85.0,,0.85,85.0
77,85.0,,0.85,65.45
74,68.0,False,0.68,50.32
100,68.0,,0.68,68.0
85,68.0,,0.68,57.800000000000004
42,68.0,,0.68,28.560000000000002
31,68.0,,0.68,21.080000000000002
31,68.0,,0.68,21.080000000000002
35,68.0,,0.68,23.8
34,33.0,False,0.33,11.22
33,33.0,,0.33,10.89
32,33.0,,0.33,10.56
29,33.0,,0.33,9.57
30,33.0,,0.33,9.9
29,33.0,,0.33,9.57
30,33.0,,0.33,9.9
30,28.0,False,0.28,8.4
29,28.0,,0.28,8.120000000000001
27,28.0,,0.28,7.5600000000000005
25,28.0,,0.28,7.000000000000001
25,28.0,,0.28,7.000000000000001
20,28.0,,0.28,5.6000000000000005
22,28.0,,0.28,6.16
21,24.0,False,0.24,5.04
22,24.0,,0.24,5.279999999999999
19,24.0,,0.24,4.56
16,24.0,,0.24,3.84
26,24.0,,0.24,6.24
24,24.0,,0.24,5.76
19,24.0,,0.24,4.56
21,23.0,False,0.23,4.83
21,23.0,,0.23,4.83
20,23.0,,0.23,4.6000000000000005
86,23.0,,0.23,19.78
97,23.0,,0.23,22.310000000000002
98,23.0,,0.23,22.540000000000003
85,23.0,,0.23,19.55
100,21.0,False,0.21,21.0
96,21.0,,0.21,20.16
85,21.0,,0.21,17.849999999999998
82,21.0,,0.21,17.22
84,21.0,,0.21,17.64
84,21.0,,0.21,17.64
88,21.0,,0.21,18.48
91,20.0,False,0.2,18.2
87,20.0,,0.2,17.400000000000002
83,20.0,,0.2,16.6
89,20.0,,0.2,17.8
80,20.0,,0.2,16.0
85,20.0,,0.2,17.0
84,20.0,,0.2,16.8
90,20.0,False,0.2,18.0
98,20.0,,0.2,19.6
91,20.0,,0.2,18.2
77,20.0,,0.2,15.4
85,20.0,,0.2,17.0
77,20.0,,0.2,15.4
74,20.0,,0.2,14.8
90,19.0,False,0.19,17.1
80,19.0,,0.19,15.2
75,19.0,,0.19,14.25
76,19.0,,0.19,14.44
75,19.0,,0.19,14.25
79,19.0,,0.19,15.01
65,19.0,,0.19,12.35
69,19.0,False,0.19,13.11
67,19.0,,0.19,12.73
68,19.0,,0.19,12.92
67,19.0,,0.19,12.73
75,19.0,,0.19,14.25
71,19.0,,0.19,13.49
65,19.0,,0.19,12.35
72,20.0,False,0.2,14.4
70,20.0,,0.2,14.0
76,20.0,,0.2,15.200000000000001
65,20.0,,0.2,13.0
70,20.0,,0.2,14.0
76,20.0,,0.2,15.200000000000001
100,20.0,,0.2,20.0
97,22.0,False,0.22,21.34
91,22.0,,0.22,20.02
90,22.0,,0.22,19.8
78,22.0,,0.22,17.16
72,22.0,,0.22,15.84
72,22.0,,0.22,15.84
73,22.0,,0.22,16.06
91,20.0,False,0.2,18.2
81,20.0,,0.2,16.2
74,20.0,,0.2,14.8
76,20.0,,0.2,15.200000000000001
67,20.0,,0.2,13.4
70,20.0,,0.2,14.0
81,20.0,,0.2,16.2
85,20.0,False,0.2,17.0
72,20.0,,0.2,14.4
69,20.0,,0.2,13.8
75,20.0,,0.2,15.0
72,20.0,,0.2,14.4
73,20.0,,0.2,14.600000000000001
81,20.0,,0.2,16.2
91,20.0,False,0.2,18.2
71,20.0,,0.2,14.200000000000001
73,20.0,,0.2,14.600000000000001
74,20.0,,0.2,14.8
72,20.0,,0.2,14.4
67,20.0,,0.2,13.4
68,20.0,,0.2,13.600000000000001
100,22.0,False,0.22,22.0
78,22.0,,0.22,17.16
84,22.0,,0.22,18.48
82,22.0,,0.22,18.04
78,22.0,,0.22,17.16
73,22.0,,0.22,16.06
69,22.0,,0.22,15.18
83,20.0,False,0.2,16.6
84,20.0,,0.2,16.8
69,20.0,,0.2,13.8
69,20.0,,0.2,13.8
71,20.0,,0.2,14.200000000000001
79,20.0,,0.2,15.8
66,20.0,,0.2,13.200000000000001
80,20.0,False,0.2,16.0
74,20.0,,0.2,14.8
90,20.0,,0.2,18.0
88,20.0,,0.2,17.6
85,20.0,,0.2,17.0
86,20.0,,0.2,17.2
83,20.0,,0.2,16.6
91,21.0,False,0.21,19.11
90,21.0,,0.21,18.9
97,21.0,,0.21,20.37
76,21.0,,0.21,15.959999999999999
76,21.0,,0.21,15.959999999999999
86,21.0,,0.21,18.06
89,21.0,,0.21,18.689999999999998
79,20.0,False,0.2,15.8
80,20.0,,0.2,16.0
88,20.0,,0.2,17.6
100,20.0,,0.2,20.0
76,20.0,,0.2,15.200000000000001
82,20.0,,0.2,16.400000000000002
78,20.0,,0.2,15.600000000000001
83,20.0,False,0.2,16.6
88,20.0,,0.2,17.6
82,20.0,,0.2,16.400000000000002
79,20.0,,0.2,15.8
78,20.0,,0.2,15.600000000000001
79,20.0,,0.2,15.8
81,20.0,,0.2,16.2
92,21.0,False,0.21,19.32
90,21.0,,0.21,18.9
91,21.0,,0.21,19.11
84,21.0,,0.21,17.64
47,21.0,,0.21,9.87
50,21.0,,0.21,10.5
51,21.0,,0.21,10.709999999999999
54,30.0,False,0.3,16.2
93,30.0,,0.3,27.9
91,30.0,,0.3,27.3
81,30.0,,0.3,24.3
70,30.0,,0.3,21.0
66,30.0,,0.3,19.8
65,30.0,,0.3,19.5
73,27.0,False,0.27,19.71
78,27.0,,0.27,21.060000000000002
65,27.0,,0.27,17.55
62,27.0,,0.27,16.740000000000002
57,27.0,,0.27,15.39
54,27.0,,0.27,14.580000000000002
51,27.0,,0.27,13.770000000000001
51,26.0,False,0.26,13.26
57,26.0,,0.26,14.82
100,26.0,,0.26,26.0
64,26.0,,0.26,16.64
61,26.0,,0.26,15.860000000000001
61,26.0,,0.26,15.860000000000001
54,26.0,,0.26,14.040000000000001
53,22.0,False,0.22,11.66
68,22.0,,0.22,14.96
62,22.0,,0.22,13.64
54,22.0,,0.22,11.88
48,22.0,,0.22,10.56
51,22.0,,0.22,11.22
48,22.0,,0.22,10.56
97,21.0,False,0.21,20.37
77,21.0,,0.21,16.169999999999998
95,21.0,,0.21,19.95
95,21.0,,0.21,19.95
100,21.0,,0.21,21.0
76,21.0,,0.21,15.959999999999999
85,21.0,,0.21,17.849999999999998
88,21.0,False,0.21,18.48
100,21.0,,0.21,21.0
90,21.0,,0.21,18.9
85,21.0,,0.21,17.849999999999998
85,21.0,,0.21,17.849999999999998
91,21.0,,0.21,19.11
86,21.0,,0.21,18.06
92,21.0,False,0.21,19.32
93,21.0,,0.21,19.529999999999998
95,21.0,,0.21,19.95
81,21.0,,0.21,17.009999999999998
89,21.0,,0.21,18.689999999999998
83,21.0,,0.21,17.43
87,21.0,,0.21,18.27
81,21.0,False,0.21,17.009999999999998
87,21.0,,0.21,18.27
93,21.0,,0.21,19.529999999999998
82,21.0,,0.21,17.22
80,21.0,,0.21,16.8
98,21.0,,0.21,20.58
89,21.0,,0.21,18.689999999999998
84,23.0,False,0.23,19.32
87,23.0,,0.23,20.01
60,23.0,,0.23,13.8
66,23.0,,0.23,15.180000000000001
64,23.0,,0.23,14.72
73,23.0,,0.23,16.79
65,23.0,,0.23,14.950000000000001
64,26.0,False,0.26,16.64
69,26.0,,0.26,17.94
79,26.0,,0.26,20.54
72,26.0,,0.26,18.72
77,26.0,,0.26,20.02
74,26.0,,0.26,19.240000000000002
61,26.0,,0.26,15.860000000000001
51,23.0,False,0.23,11.73
60,23.0,,0.23,13.8
63,23.0,,0.23,14.49
56,23.0,,0.23,12.88
74,23.0,,0.23,17.02
60,23.0,,0.23,13.8
78,23.0,,0.23,17.94
81,27.0,False,0.27,21.87
85,27.0,,0.27,22.950000000000003
70,27.0,,0.27,18.900000000000002
71,27.0,,0.27,19.17
76,27.0,,0.27,20.520000000000003
71,27.0,,0.27,19.17
72,27.0,,0.27,19.44
82,31.0,False,0.31,25.419999999999998
76,31.0,,0.31,23.56
84,31.0,,0.31,26.04
99,31.0,,0.31,30.69
100,31.0,,0.31,31.0
100,31.0,,0.31,31.0
70,31.0,,0.31,21.7
83,27.0,False,0.27,22.41
69,27.0,,0.27,18.630000000000003
75,27.0,,0.27,20.25
78,27.0,,0.27,21.060000000000002
78,27.0,,0.27,21.060000000000002
83,27.0,,0.27,22.41
76,27.0,,0.27,20.520000000000003
81,26.0,False,0.26,21.060000000000002
74,26.0,,0.26,19.240000000000002
85,26.0,,0.26,22.1
55,26.0,,0.26,14.3
69,26.0,,0.26,17.94
67,26.0,,0.26,17.42
66,26.0,,0.26,17.16
67,22.0,False,0.22,14.74
66,22.0,,0.22,14.52
65,22.0,,0.22,14.3
65,22.0,,0.22,14.3
69,22.0,,0.22,15.18
69,22.0,,0.22,15.18
60,22.0,,0.22,13.2
73,24.0,False,0.24,17.52
67,24.0,,0.24,16.08
60,24.0,,0.24,14.399999999999999
73,24.0,,0.24,17.52
70,24.0,,0.24,16.8
71,24.0,,0.24,17.04
76,24.0,,0.24,18.24
74,22.0,False,0.22,16.28
100,22.0,,0.22,22.0
81,22.0,,0.22,17.82
68,22.0,,0.22,14.96
59,22.0,,0.22,12.98
67,22.0,,0.22,14.74
57,22.0,,0.22,12.540000000000001
62,20.0,False,0.2,12.4
66,20.0,,0.2,13.200000000000001
73,20.0,,0.2,14.600000000000001
66,20.0,,0.2,13.200000000000001
59,20.0,,0.2,11.8
63,20.0,,0.2,12.600000000000001
58,20.0,,0.2,11.600000000000001
50,20.0,False,0.2,10.0
63,20.0,,0.2,12.600000000000001
67,20.0,,0.2,13.4
67,20.0,,0.2,13.4
63,20.0,,0.2,12.600000000000001
71,20.0,,0.2,14.200000000000001
71,20.0,,0.2,14.200000000000001
72,23.0,False,0.23,16.560000000000002
73,23.0,,0.23,16.79
74,23.0,,0.23,17.02
69,23.0,,0.23,15.870000000000001
65,23.0,,0.23,14.950000000000001
75,23.0,,0.23,17.25
79,23.0,,0.23,18.17
65,21.0,False,0.21,13.65
77,21.0,,0.21,16.169999999999998
75,21.0,,0.21,15.75
74,21.0,,0.21,15.54
74,21.0,,0.21,15.54
72,21.0,,0.21,15.12
68,21.0,,0.21,14.28
75,25.0,False,0.25,18.75
98,25.0,,0.25,24.5
99,25.0,,0.25,24.75
100,25.0,,0.25,25.0
87,25.0,,0.25,21.75
84,25.0,,0.25,21.0
78,25.0,,0.25,19.5
85,21.0,False,0.21,17.849999999999998
82,21.0,,0.21,17.22
72,21.0,,0.21,15.12
68,21.0,,0.21,14.28
69,21.0,,0.21,14.49
76,21.0,,0.21,15.959999999999999
69,21.0,,0.21,14.49
82,24.0,False,0.24,19.68
77,24.0,,0.24,18.48
71,24.0,,0.24,17.04
65,24.0,,0.24,15.6
73,24.0,,0.24,17.52
67,24.0,,0.24,16.08
71,24.0,,0.24,17.04
83,23.0,False,0.23,19.09
77,23.0,,0.23,17.71
76,23.0,,0.23,17.48
67,23.0,,0.23,15.41
82,23.0,,0.23,18.86
87,23.0,,0.23,20.01
