Date,JPMorgan Chase_unscaled,JPMorgan Chase_monthly,isPartial,scale,JPMorgan Chase
2020-12-22,96,29.0,,0.29,27.839999999999996
2020-12-23,93,29.0,,0.29,26.97
2020-12-24,63,29.0,,0.29,18.27
2020-12-25,28,29.0,,0.29,8.12
2020-12-26,29,29.0,,0.29,8.41
2020-12-27,35,31.0,False,0.31,10.85
2020-12-28,87,31.0,,0.31,26.97
2020-12-29,79,31.0,,0.31,24.49
2020-12-30,81,31.0,,0.31,25.11
2020-12-31,83,31.0,,0.31,25.73
2021-01-01,51,31.0,,0.31,15.81
2021-01-02,43,31.0,,0.31,13.33
2021-01-03,41,35.0,False,0.35,14.35
2021-01-04,80,35.0,,0.35,28.0
2021-01-05,86,35.0,,0.35,30.099999999999998
2021-01-06,69,35.0,,0.35,24.15
2021-01-07,67,35.0,,0.35,23.45
2021-01-08,79,35.0,,0.35,27.65
2021-01-09,44,35.0,,0.35,15.399999999999999
2021-01-10,30,36.0,False,0.36,10.799999999999999
2021-01-11,63,36.0,,0.36,22.68
2021-01-12,90,36.0,,0.36,32.4
2021-01-13,84,36.0,,0.36,30.24
2021-01-14,79,36.0,,0.36,28.439999999999998
2021-01-15,100,36.0,,0.36,36.0
2021-01-16,43,36.0,,0.36,15.479999999999999
2021-01-17,48,34.0,False,0.34,16.32
2021-01-18,57,34.0,,0.34,19.380000000000003
2021-01-19,80,34.0,,0.34,27.200000000000003
2021-01-20,85,34.0,,0.34,28.900000000000002
2021-01-21,76,34.0,,0.34,25.840000000000003
2021-01-22,77,34.0,,0.34,26.180000000000003
2021-01-23,35,34.0,,0.34,11.9
2021-01-24,23,37.0,False,0.37,8.51
2021-01-25,89,37.0,,0.37,32.93
2021-01-26,87,37.0,,0.37,32.19
2021-01-27,84,37.0,,0.37,31.08
2021-01-28,75,37.0,,0.37,27.75
2021-01-29,81,37.0,,0.37,29.97
2021-01-30,54,37.0,,0.37,19.98
2021-01-31,40,34.0,False,0.34,13.600000000000001
2021-02-01,93,34.0,,0.34,31.62
2021-02-02,90,34.0,,0.34,30.6
2021-02-03,77,34.0,,0.34,26.180000000000003
2021-02-04,83,34.0,,0.34,28.220000000000002
2021-02-05,71,34.0,,0.34,24.14
2021-02-06,53,34.0,,0.34,18.02
2021-02-07,49,33.0,False,0.33,16.17
2021-02-08,80,33.0,,0.33,26.400000000000002
2021-02-09,80,33.0,,0.33,26.400000000000002
2021-02-10,68,33.0,,0.33,22.44
2021-02-11,66,33.0,,0.33,21.78
2021-02-12,100,33.0,,0.33,33.0
2021-02-13,49,33.0,,0.33,16.17
2021-02-14,42,33.0,False,0.33,13.860000000000001
2021-02-15,56,33.0,,0.33,18.48
2021-02-16,89,33.0,,0.33,29.37
2021-02-17,77,33.0,,0.33,25.41
2021-02-18,74,33.0,,0.33,24.42
2021-02-19,86,33.0,,0.33,28.380000000000003
2021-02-20,75,33.0,,0.33,24.75
2021-02-21,45,35.0,False,0.35,15.749999999999998
2021-02-22,81,35.0,,0.35,28.349999999999998
2021-02-23,86,35.0,,0.35,30.099999999999998
2021-02-24,98,35.0,,0.35,34.3
2021-02-25,76,35.0,,0.35,26.599999999999998
2021-02-26,82,35.0,,0.35,28.7
2021-02-27,43,35.0,,0.35,15.049999999999999
2021-02-28,36,35.0,False,0.35,12.6
2021-03-01,91,35.0,,0.35,31.849999999999998
2021-03-02,100,35.0,,0.35,35.0
2021-03-03,94,35.0,,0.35,32.9
2021-03-04,76,35.0,,0.35,26.599999999999998
2021-03-05,69,35.0,,0.35,24.15
2021-03-06,39,35.0,,0.35,13.649999999999999
2021-03-07,35,33.0,False,0.33,11.55
2021-03-08,82,33.0,,0.33,27.060000000000002
2021-03-09,79,33.0,,0.33,26.07
2021-03-10,83,33.0,,0.33,27.39
2021-03-11,65,33.0,,0.33,21.45
2021-03-12,66,33.0,,0.33,21.78
2021-03-13,47,33.0,,0.33,15.510000000000002
2021-03-14,32,34.0,False,0.34,10.88
2021-03-15,77,34.0,,0.34,26.180000000000003
2021-03-16,77,34.0,,0.34,26.180000000000003
2021-03-17,78,34.0,,0.34,26.520000000000003
2021-03-18,78,34.0,,0.34,26.520000000000003
2021-03-19,93,34.0,,0.34,31.62
2021-03-20,30,34.0,,0.34,10.200000000000001
2021-03-21,25,34.0,False,0.34,8.5
2021-03-22,80,34.0,,0.34,27.200000000000003
2021-03-23,63,34.0,,0.34,21.42
2021-03-24,86,34.0,,0.34,29.240000000000002
2021-03-25,72,34.0,,0.34,24.48
2021-03-26,78,34.0,,0.34,26.520000000000003
2021-03-27,40,34.0,,0.34,13.600000000000001
2021-03-28,32,32.0,False,0.32,10.24
2021-03-29,76,32.0,,0.32,24.32
2021-03-30,78,32.0,,0.32,24.96
2021-03-31,75,32.0,,0.32,24.0
2021-04-01,77,32.0,,0.32,24.64
2021-04-02,67,32.0,,0.32,21.44
2021-04-03,39,32.0,,0.32,12.48
2021-04-04,25,37.0,False,0.37,9.25
2021-04-05,75,37.0,,0.37,27.75
2021-04-06,92,37.0,,0.37,34.04
2021-04-07,87,37.0,,0.37,32.19
2021-04-08,89,37.0,,0.37,32.93
2021-04-09,70,37.0,,0.37,25.9
2021-04-10,54,37.0,,0.37,19.98
2021-04-11,15,37.0,False,0.37,5.55
2021-04-12,89,37.0,,0.37,32.93
2021-04-13,83,37.0,,0.37,30.71
2021-04-14,100,37.0,,0.37,37.0
2021-04-15,92,37.0,,0.37,34.04
2021-04-16,83,37.0,,0.37,30.71
2021-04-17,36,37.0,,0.37,13.32
2021-04-18,36,37.0,False,0.37,13.32
2021-04-19,79,37.0,,0.37,29.23
2021-04-20,90,37.0,,0.37,33.3
2021-04-21,78,37.0,,0.37,28.86
2021-04-22,73,37.0,,0.37,27.009999999999998
2021-04-23,73,37.0,,0.37,27.009999999999998
2021-04-24,49,37.0,,0.37,18.13
2021-04-25,39,41.0,False,0.41,15.989999999999998
2021-04-26,90,41.0,,0.41,36.9
2021-04-27,98,41.0,,0.41,40.18
2021-04-28,91,41.0,,0.41,37.309999999999995
2021-04-29,78,41.0,,0.41,31.979999999999997
2021-04-30,94,41.0,,0.41,38.54
2021-05-01,62,41.0,,0.41,25.419999999999998
2021-05-02,55,37.0,False,0.37,20.35
2021-05-03,93,37.0,,0.37,34.41
2021-05-04,100,37.0,,0.37,37.0
2021-05-05,69,37.0,,0.37,25.53
2021-05-06,85,37.0,,0.37,31.45
2021-05-07,86,37.0,,0.37,31.82
2021-05-08,61,37.0,,0.37,22.57
2021-05-09,20,36.0,False,0.36,7.199999999999999
2021-05-10,96,36.0,,0.36,34.56
2021-05-11,86,36.0,,0.36,30.959999999999997
2021-05-12,90,36.0,,0.36,32.4
2021-05-13,97,36.0,,0.36,34.92
2021-05-14,99,36.0,,0.36,35.64
2021-05-15,53,36.0,,0.36,19.08
2021-05-16,45,35.0,False,0.35,15.749999999999998
2021-05-17,91,35.0,,0.35,31.849999999999998
2021-05-18,92,35.0,,0.35,32.199999999999996
2021-05-19,85,35.0,,0.35,29.749999999999996
2021-05-20,73,35.0,,0.35,25.549999999999997
2021-05-21,92,35.0,,0.35,32.199999999999996
2021-05-22,49,35.0,,0.35,17.15
2021-05-23,45,37.0,False,0.37,16.65
2021-05-24,79,37.0,,0.37,29.23
2021-05-25,90,37.0,,0.37,33.3
2021-05-26,86,37.0,,0.37,31.82
2021-05-27,89,37.0,,0.37,32.93
2021-05-28,82,37.0,,0.37,30.34
2021-05-29,57,37.0,,0.37,21.09
2021-05-30,35,33.0,False,0.33,11.55
2021-05-31,25,33.0,,0.33,8.25
2021-06-01,76,33.0,,0.33,25.080000000000002
2021-06-02,84,33.0,,0.33,27.720000000000002
2021-06-03,91,33.0,,0.33,30.03
2021-06-04,64,33.0,,0.33,21.12
2021-06-05,39,33.0,,0.33,12.870000000000001
2021-06-06,40,35.0,False,0.35,14.0
2021-06-07,63,35.0,,0.35,22.049999999999997
2021-06-08,90,35.0,,0.35,31.499999999999996
2021-06-09,100,35.0,,0.35,35.0
2021-06-10,71,35.0,,0.35,24.849999999999998
2021-06-11,70,35.0,,0.35,24.5
2021-06-12,27,35.0,,0.35,9.45
2021-06-13,50,37.0,False,0.37,18.5
2021-06-14,77,37.0,,0.37,28.49
2021-06-15,86,37.0,,0.37,31.82
2021-06-16,90,37.0,,0.37,33.3
2021-06-17,88,37.0,,0.37,32.56
2021-06-18,66,37.0,,0.37,24.419999999999998
2021-06-19,38,37.0,,0.37,14.06
2021-06-20,29,39.0,False,0.39,11.31
2021-06-21,83,39.0,,0.39,32.370000000000005
2021-06-22,82,39.0,,0.39,31.98
2021-06-23,85,39.0,,0.39,33.15
2021-06-24,98,39.0,,0.39,38.22
2021-06-25,86,39.0,,0.39,33.54
2021-06-26,47,39.0,,0.39,18.330000000000002
2021-06-27,24,35.0,False,0.35,8.399999999999999
2021-06-28,80,35.0,,0.35,28.0
2021-06-29,96,35.0,,0.35,33.599999999999994
2021-06-30,70,35.0,,0.35,24.5
2021-07-01,61,35.0,,0.35,21.349999999999998
2021-07-02,73,35.0,,0.35,25.549999999999997
2021-07-03,32,35.0,,0.35,11.2
2021-07-04,27,33.0,False,0.33,8.91
2021-07-05,36,33.0,,0.33,11.88
2021-07-06,71,33.0,,0.33,23.43
2021-07-07,66,33.0,,0.33,21.78
2021-07-08,71,33.0,,0.33,23.43
2021-07-09,63,33.0,,0.33,20.790000000000003
2021-07-10,31,33.0,,0.33,10.23
2021-07-11,36,41.0,False,0.41,14.76
2021-07-12,67,41.0,,0.41,27.47
2021-07-13,100,41.0,,0.41,41.0
2021-07-14,81,41.0,,0.41,33.21
2021-07-15,78,41.0,,0.41,31.979999999999997
2021-07-16,74,41.0,,0.41,30.34
2021-07-17,44,41.0,,0.41,18.04
2021-07-18,31,35.0,False,0.35,10.85
2021-07-19,70,35.0,,0.35,24.5
2021-07-20,71,35.0,,0.35,24.849999999999998
2021-07-21,52,35.0,,0.35,18.2
2021-07-22,76,35.0,,0.35,26.599999999999998
2021-07-23,68,35.0,,0.35,23.799999999999997
2021-07-24,35,35.0,,0.35,12.25
2021-07-25,27,36.0,False,0.36,9.719999999999999
2021-07-26,66,36.0,,0.36,23.759999999999998
2021-07-27,78,36.0,,0.36,28.08
2021-07-28,82,36.0,,0.36,29.52
2021-07-29,60,36.0,,0.36,21.599999999999998
2021-07-30,61,36.0,,0.36,21.96
2021-07-31,39,36.0,,0.36,14.04
2021-08-01,42,36.0,False,0.36,15.12
2021-08-02,80,36.0,,0.36,28.799999999999997
2021-08-03,90,36.0,,0.36,32.4
2021-08-04,100,36.0,,0.36,36.0
2021-08-05,81,36.0,,0.36,29.16
2021-08-06,79,36.0,,0.36,28.439999999999998
2021-08-07,40,36.0,,0.36,14.399999999999999
2021-08-08,40,34.0,False,0.34,13.600000000000001
2021-08-09,68,34.0,,0.34,23.12
2021-08-10,73,34.0,,0.34,24.82
2021-08-11,85,34.0,,0.34,28.900000000000002
2021-08-12,85,34.0,,0.34,28.900000000000002
2021-08-13,72,34.0,,0.34,24.48
2021-08-14,44,34.0,,0.34,14.96
2021-08-15,29,34.0,False,0.34,9.860000000000001
2021-08-16,83,34.0,,0.34,28.220000000000002
2021-08-17,72,34.0,,0.34,24.48
2021-08-18,79,34.0,,0.34,26.860000000000003
2021-08-19,76,34.0,,0.34,25.840000000000003
2021-08-20,63,34.0,,0.34,21.42
2021-08-21,38,34.0,,0.34,12.920000000000002
2021-08-22,42,35.0,False,0.35,14.7
2021-08-23,86,35.0,,0.35,30.099999999999998
2021-08-24,76,35.0,,0.35,26.599999999999998
2021-08-25,81,35.0,,0.35,28.349999999999998
2021-08-26,90,35.0,,0.35,31.499999999999996
2021-08-27,56,35.0,,0.35,19.599999999999998
2021-08-28,42,35.0,,0.35,14.7
2021-08-29,25,34.0,False,0.34,8.5
2021-08-30,64,34.0,,0.34,21.76
2021-08-31,85,34.0,,0.34,28.900000000000002
2021-09-01,82,34.0,,0.34,27.880000000000003
2021-09-02,100,34.0,,0.34,34.0
2021-09-03,78,34.0,,0.34,26.520000000000003
2021-09-04,39,34.0,,0.34,13.260000000000002
2021-09-05,26,32.0,False,0.32,8.32
2021-09-06,41,32.0,,0.32,13.120000000000001
2021-09-07,80,32.0,,0.32,25.6
2021-09-08,100,32.0,,0.32,32.0
2021-09-09,71,32.0,,0.32,22.72
2021-09-10,75,32.0,,0.32,24.0
2021-09-11,39,32.0,,0.32,12.48
2021-09-12,30,34.0,False,0.34,10.200000000000001
2021-09-13,100,34.0,,0.34,34.0
2021-09-14,87,34.0,,0.34,29.580000000000002
2021-09-15,77,34.0,,0.34,26.180000000000003
2021-09-16,84,34.0,,0.34,28.560000000000002
2021-09-17,65,34.0,,0.34,22.1
2021-09-18,43,34.0,,0.34,14.620000000000001
2021-09-19,33,34.0,False,0.34,11.22
2021-09-20,71,34.0,,0.34,24.14
2021-09-21,85,34.0,,0.34,28.900000000000002
2021-09-22,73,34.0,,0.34,24.82
2021-09-23,83,34.0,,0.34,28.220000000000002
2021-09-24,79,34.0,,0.34,26.860000000000003
2021-09-25,45,34.0,,0.34,15.3
2021-09-26,34,37.0,False,0.37,12.58
2021-09-27,78,37.0,,0.37,28.86
2021-09-28,90,37.0,,0.37,33.3
2021-09-29,84,37.0,,0.37,31.08
2021-09-30,98,37.0,,0.37,36.26
2021-10-01,69,37.0,,0.37,25.53
2021-10-02,47,37.0,,0.37,17.39
2021-10-03,35,37.0,False,0.37,12.95
2021-10-04,72,37.0,,0.37,26.64
2021-10-05,83,37.0,,0.37,30.71
2021-10-06,76,37.0,,0.37,28.12
2021-10-07,83,37.0,,0.37,30.71
2021-10-08,92,37.0,,0.37,34.04
2021-10-09,55,37.0,,0.37,20.35
2021-10-10,26,41.0,False,0.41,10.66
2021-10-11,79,41.0,,0.41,32.39
2021-10-12,100,41.0,,0.41,41.0
2021-10-13,84,41.0,,0.41,34.44
2021-10-14,91,41.0,,0.41,37.309999999999995
2021-10-15,89,41.0,,0.41,36.489999999999995
2021-10-16,61,41.0,,0.41,25.009999999999998
2021-10-17,38,34.0,False,0.34,12.920000000000002
2021-10-18,72,34.0,,0.34,24.48
2021-10-19,96,34.0,,0.34,32.64
2021-10-20,72,34.0,,0.34,24.48
2021-10-21,76,34.0,,0.34,25.840000000000003
2021-10-22,71,34.0,,0.34,24.14
2021-10-23,37,34.0,,0.34,12.58
2021-10-24,40,34.0,False,0.34,13.600000000000001
2021-10-25,71,34.0,,0.34,24.14
2021-10-26,72,34.0,,0.34,24.48
2021-10-27,78,34.0,,0.34,26.520000000000003
2021-10-28,73,34.0,,0.34,24.82
2021-10-29,54,34.0,,0.34,18.360000000000003
2021-10-30,40,34.0,,0.34,13.600000000000001
2021-10-31,26,35.0,False,0.35,9.1
2021-11-01,73,35.0,,0.35,25.549999999999997
2021-11-02,100,35.0,,0.35,35.0
2021-11-03,80,35.0,,0.35,28.0
2021-11-04,73,35.0,,0.35,25.549999999999997
2021-11-05,63,35.0,,0.35,22.049999999999997
2021-11-06,39,35.0,,0.35,13.649999999999999
2021-11-07,36,35.0,False,0.35,12.6
2021-11-08,78,35.0,,0.35,27.299999999999997
2021-11-09,79,35.0,,0.35,27.65
2021-11-10,73,35.0,,0.35,25.549999999999997
2021-11-11,60,35.0,,0.35,21.0
2021-11-12,69,35.0,,0.35,24.15
2021-11-13,33,35.0,,0.35,11.549999999999999
2021-11-14,34,37.0,False,0.37,12.58
2021-11-15,100,37.0,,0.37,37.0
2021-11-16,83,37.0,,0.37,30.71
2021-11-17,75,37.0,,0.37,27.75
2021-11-18,80,37.0,,0.37,29.6
2021-11-19,70,37.0,,0.37,25.9
2021-11-20,37,37.0,,0.37,13.69
2021-11-21,30,28.0,False,0.28,8.4
2021-11-22,70,28.0,,0.28,19.6
2021-11-23,74,28.0,,0.28,20.720000000000002
2021-11-24,68,28.0,,0.28,19.040000000000003
2021-11-25,36,28.0,,0.28,10.080000000000002
2021-11-26,57,28.0,,0.28,15.96
2021-11-27,38,28.0,,0.28,10.64
2021-11-28,0,35.0,False,0.35,0.0
2021-11-29,88,35.0,,0.35,30.799999999999997
2021-11-30,86,35.0,,0.35,30.099999999999998
2021-12-01,97,35.0,,0.35,33.949999999999996
2021-12-02,71,35.0,,0.35,24.849999999999998
2021-12-03,75,35.0,,0.35,26.25
2021-12-04,34,35.0,,0.35,11.899999999999999
2021-12-05,33,31.0,False,0.31,10.23
2021-12-06,87,31.0,,0.31,26.97
2021-12-07,66,31.0,,0.31,20.46
2021-12-08,88,31.0,,0.31,27.28
2021-12-09,88,31.0,,0.31,27.28
2021-12-10,74,31.0,,0.31,22.94
2021-12-11,30,31.0,,0.31,9.3
2021-12-12,42,34.0,False,0.34,14.280000000000001
2021-12-13,70,34.0,,0.34,23.8
2021-12-14,100,34.0,,0.34,34.0
2021-12-15,80,34.0,,0.34,27.200000000000003
2021-12-16,91,34.0,,0.34,30.94
2021-12-17,71,34.0,,0.34,24.14
2021-12-18,37,34.0,,0.34,12.58
2021-12-19,20,25.0,False,0.25,5.0
2021-12-20,71,25.0,,0.25,17.75
2021-12-21,73,25.0,,0.25,18.25
2021-12-22,73,25.0,,0.25,18.25
2021-12-23,56,25.0,,0.25,14.0
2021-12-24,32,25.0,,0.25,8.0
2021-12-25,0,25.0,,0.25,0.0
2021-12-26,24,26.0,False,0.26,6.24
2021-12-27,58,26.0,,0.26,15.08
2021-12-28,80,26.0,,0.26,20.8
2021-12-29,54,26.0,,0.26,14.040000000000001
2021-12-30,59,26.0,,0.26,15.34
2021-12-31,61,26.0,,0.26,15.860000000000001
2022-01-01,24,26.0,,0.26,6.24
2022-01-02,25,35.0,False,0.35,8.75
2022-01-03,55,35.0,,0.35,19.25
2022-01-04,79,35.0,,0.35,27.65
2022-01-05,82,35.0,,0.35,28.7
2022-01-06,54,35.0,,0.35,18.9
2022-01-07,54,35.0,,0.35,18.9
2022-01-08,34,35.0,,0.35,11.899999999999999
2022-01-09,28,39.0,False,0.39,10.92
2022-01-10,65,39.0,,0.39,25.35
2022-01-11,56,39.0,,0.39,21.84
2022-01-12,51,39.0,,0.39,19.89
2022-01-13,81,39.0,,0.39,31.59
2022-01-14,100,39.0,,0.39,39.0
2022-01-15,34,39.0,,0.39,13.26
2022-01-16,26,33.0,False,0.33,8.58
2022-01-17,43,33.0,,0.33,14.190000000000001
2022-01-18,60,33.0,,0.33,19.8
2022-01-19,57,33.0,,0.33,18.810000000000002
2022-01-20,75,33.0,,0.33,24.75
2022-01-21,56,33.0,,0.33,18.48
2022-01-22,26,33.0,,0.33,8.58
2022-01-23,33,37.0,False,0.37,12.209999999999999
2022-01-24,78,37.0,,0.37,28.86
2022-01-25,70,37.0,,0.37,25.9
2022-01-26,53,37.0,,0.37,19.61
2022-01-27,64,37.0,,0.37,23.68
2022-01-28,72,37.0,,0.37,26.64
2022-01-29,47,37.0,,0.37,17.39
2022-01-30,23,34.0,False,0.34,7.82
2022-01-31,68,34.0,,0.34,23.12
2022-02-01,86,34.0,,0.34,29.240000000000002
2022-02-02,66,34.0,,0.34,22.44
2022-02-03,77,34.0,,0.34,26.180000000000003
2022-02-04,75,34.0,,0.34,25.500000000000004
2022-02-05,49,34.0,,0.34,16.66
2022-02-06,41,40.0,False,0.4,16.400000000000002
2022-02-07,83,40.0,,0.4,33.2
2022-02-08,92,40.0,,0.4,36.800000000000004
2022-02-09,99,40.0,,0.4,39.6
2022-02-10,71,40.0,,0.4,28.400000000000002
2022-02-11,80,40.0,,0.4,32.0
2022-02-12,56,40.0,,0.4,22.400000000000002
2022-02-13,40,38.0,False,0.38,15.2
2022-02-14,67,38.0,,0.38,25.46
2022-02-15,89,38.0,,0.38,33.82
2022-02-16,100,38.0,,0.38,38.0
2022-02-17,82,38.0,,0.38,31.16
2022-02-18,97,38.0,,0.38,36.86
2022-02-19,48,38.0,,0.38,18.240000000000002
2022-02-20,47,36.0,False,0.36,16.919999999999998
2022-02-21,63,36.0,,0.36,22.68
2022-02-22,89,36.0,,0.36,32.04
2022-02-23,80,36.0,,0.36,28.799999999999997
2022-02-24,77,36.0,,0.36,27.72
2022-02-25,98,36.0,,0.36,35.28
2022-02-26,47,36.0,,0.36,16.919999999999998
2022-02-27,38,36.0,False,0.36,13.68
2022-02-28,82,36.0,,0.36,29.52
2022-03-01,77,36.0,,0.36,27.72
2022-03-02,77,36.0,,0.36,27.72
2022-03-03,68,36.0,,0.36,24.48
2022-03-04,77,36.0,,0.36,27.72
2022-03-05,52,36.0,,0.36,18.72
2022-03-06,43,38.0,False,0.38,16.34
2022-03-07,64,38.0,,0.38,24.32
2022-03-08,80,38.0,,0.38,30.4
2022-03-09,100,38.0,,0.38,38.0
2022-03-10,66,38.0,,0.38,25.080000000000002
2022-03-11,77,38.0,,0.38,29.26
2022-03-12,51,38.0,,0.38,19.38
2022-03-13,32,34.0,False,0.34,10.88
2022-03-14,59,34.0,,0.34,20.060000000000002
2022-03-15,74,34.0,,0.34,25.16
2022-03-16,87,34.0,,0.34,29.580000000000002
2022-03-17,67,34.0,,0.34,22.78
2022-03-18,67,34.0,,0.34,22.78
2022-03-19,33,34.0,,0.34,11.22
2022-03-20,36,37.0,False,0.37,13.32
2022-03-21,75,37.0,,0.37,27.75
2022-03-22,78,37.0,,0.37,28.86
2022-03-23,75,37.0,,0.37,27.75
2022-03-24,79,37.0,,0.37,29.23
2022-03-25,74,37.0,,0.37,27.38
2022-03-26,45,37.0,,0.37,16.65
2022-03-27,36,33.0,False,0.33,11.88
2022-03-28,68,33.0,,0.33,22.44
2022-03-29,75,33.0,,0.33,24.75
2022-03-30,72,33.0,,0.33,23.76
2022-03-31,66,33.0,,0.33,21.78
2022-04-01,96,33.0,,0.33,31.68
2022-04-02,44,33.0,,0.33,14.520000000000001
2022-04-03,51,38.0,False,0.38,19.38
2022-04-04,90,38.0,,0.38,34.2
2022-04-05,95,38.0,,0.38,36.1
2022-04-06,90,38.0,,0.38,34.2
2022-04-07,77,38.0,,0.38,29.26
2022-04-08,86,38.0,,0.38,32.68
2022-04-09,55,38.0,,0.38,20.9
2022-04-10,47,35.0,False,0.35,16.45
2022-04-11,77,35.0,,0.35,26.95
2022-04-12,83,35.0,,0.35,29.049999999999997
2022-04-13,99,35.0,,0.35,34.65
2022-04-14,100,35.0,,0.35,35.0
2022-04-15,83,35.0,,0.35,29.049999999999997
2022-04-16,39,35.0,,0.35,13.649999999999999
2022-04-17,43,38.0,False,0.38,16.34
2022-04-18,95,38.0,,0.38,36.1
2022-04-19,89,38.0,,0.38,33.82
2022-04-20,93,38.0,,0.38,35.34
2022-04-21,72,38.0,,0.38,27.36
2022-04-22,84,38.0,,0.38,31.92
2022-04-23,46,38.0,,0.38,17.48
2022-04-24,42,33.0,False,0.33,13.860000000000001
2022-04-25,85,33.0,,0.33,28.05
2022-04-26,92,33.0,,0.33,30.360000000000003
2022-04-27,73,33.0,,0.33,24.09
2022-04-28,85,33.0,,0.33,28.05
2022-04-29,62,33.0,,0.33,20.46
2022-04-30,44,33.0,,0.33,14.520000000000001
2022-05-01,35,36.0,False,0.36,12.6
2022-05-02,64,36.0,,0.36,23.04
2022-05-03,80,36.0,,0.36,28.799999999999997
2022-05-04,72,36.0,,0.36,25.919999999999998
2022-05-05,65,36.0,,0.36,23.4
2022-05-06,74,36.0,,0.36,26.64
2022-05-07,42,36.0,,0.36,15.12
2022-05-08,39,35.0,False,0.35,13.649999999999999
2022-05-09,66,35.0,,0.35,23.099999999999998
2022-05-10,80,35.0,,0.35,28.0
2022-05-11,63,35.0,,0.35,22.049999999999997
2022-05-12,77,35.0,,0.35,26.95
2022-05-13,58,35.0,,0.35,20.299999999999997
2022-05-14,32,35.0,,0.35,11.2
