Date,Rakuten_unscaled,Rakuten_monthly,isPartial,scale,Rakuten,Rakuten_adjusted
2020-12-22,26,30,,0.3,7.8,6.8999999999999995
2020-12-23,23,30,,0.3,6.8999999999999995,6.3
2020-12-24,21,30,,0.3,6.3,6.6
2020-12-25,22,30,,0.3,6.6,8.1
2020-12-26,27,30,,0.3,8.1,8.120000000000001
2020-12-27,29,28,False,0.28,8.120000000000001,7.280000000000001
2020-12-28,26,28,,0.28,7.280000000000001,7.000000000000001
2020-12-29,25,28,,0.28,7.000000000000001,6.44
2020-12-30,23,28,,0.28,6.44,7.000000000000001
2020-12-31,25,28,,0.28,7.000000000000001,25.480000000000004
2021-01-01,91,28,,0.28,25.480000000000004,27.72
2021-01-02,99,28,,0.28,27.72,23.0
2021-01-03,100,23,False,0.23,23.0,20.93
2021-01-04,91,23,,0.23,20.93,17.02
2021-01-05,74,23,,0.23,17.02,16.1
2021-01-06,70,23,,0.23,16.1,14.95
2021-01-07,65,23,,0.23,14.95,17.25
2021-01-08,75,23,,0.23,17.25,18.17
2021-01-09,79,23,,0.23,18.17,24.360000000000003
2021-01-10,87,28,False,0.28,24.360000000000003,21.28
2021-01-11,76,28,,0.28,21.28,23.24
2021-01-12,83,28,,0.28,23.24,22.4
2021-01-13,80,28,,0.28,22.4,22.96
2021-01-14,82,28,,0.28,22.96,20.44
2021-01-15,73,28,,0.28,20.44,21.28
2021-01-16,76,28,,0.28,21.28,19.55
2021-01-17,85,23,False,0.23,19.55,19.55
2021-01-18,85,23,,0.23,19.55,17.25
2021-01-19,75,23,,0.23,17.25,15.18
2021-01-20,66,23,,0.23,15.18,16.1
2021-01-21,70,23,,0.23,16.1,16.560000000000002
2021-01-22,72,23,,0.23,16.560000000000002,15.87
2021-01-23,69,23,,0.23,15.87,17.25
2021-01-24,75,23,False,0.23,17.25,18.4
2021-01-25,80,23,,0.23,18.4,16.330000000000002
2021-01-26,71,23,,0.23,16.330000000000002,14.95
2021-01-27,65,23,,0.23,14.95,17.48
2021-01-28,76,23,,0.23,17.48,15.87
2021-01-29,69,23,,0.23,15.87,17.02
2021-01-30,74,23,,0.23,17.02,19.55
2021-01-31,85,23,False,0.23,19.55,17.71
2021-02-01,77,23,,0.23,17.71,15.41
2021-02-02,67,23,,0.23,15.41,17.02
2021-02-03,74,23,,0.23,17.02,16.1
2021-02-04,70,23,,0.23,16.1,17.48
2021-02-05,76,23,,0.23,17.48,16.560000000000002
2021-02-06,72,23,,0.23,16.560000000000002,14.28
2021-02-07,68,21,False,0.21,14.28,13.86
2021-02-08,66,21,,0.21,13.86,13.86
2021-02-09,66,21,,0.21,13.86,14.49
2021-02-10,69,21,,0.21,14.49,14.49
2021-02-11,69,21,,0.21,14.49,13.86
2021-02-12,66,21,,0.21,13.86,16.169999999999998
2021-02-13,77,21,,0.21,16.169999999999998,21.75
2021-02-14,87,25,False,0.25,21.75,25.0
2021-02-15,100,25,,0.25,25.0,24.0
2021-02-16,96,25,,0.25,24.0,18.25
2021-02-17,73,25,,0.25,18.25,17.25
2021-02-18,69,25,,0.25,17.25,17.5
2021-02-19,70,25,,0.25,17.5,18.75
2021-02-20,75,25,,0.25,18.75,17.04
2021-02-21,71,24,False,0.24,17.04,17.04
2021-02-22,71,24,,0.24,17.04,18.96
2021-02-23,79,24,,0.24,18.96,16.8
2021-02-24,70,24,,0.24,16.8,20.16
2021-02-25,84,24,,0.24,20.16,17.04
2021-02-26,71,24,,0.24,17.04,19.44
2021-02-27,81,24,,0.24,19.44,19.32
2021-02-28,84,23,False,0.23,19.32,23.0
2021-03-01,100,23,,0.23,23.0,19.55
2021-03-02,85,23,,0.23,19.55,17.25
2021-03-03,75,23,,0.23,17.25,17.71
2021-03-04,77,23,,0.23,17.71,15.87
2021-03-05,69,23,,0.23,15.87,18.86
2021-03-06,82,23,,0.23,18.86,17.22
2021-03-07,82,21,False,0.21,17.22,17.22
2021-03-08,82,21,,0.21,17.22,16.38
2021-03-09,78,21,,0.21,16.38,15.33
2021-03-10,73,21,,0.21,15.33,15.54
2021-03-11,74,21,,0.21,15.54,15.12
2021-03-12,72,21,,0.21,15.12,18.06
2021-03-13,86,21,,0.21,18.06,17.6
2021-03-14,80,22,False,0.22,17.6,19.58
2021-03-15,89,22,,0.22,19.58,17.82
2021-03-16,81,22,,0.22,17.82,16.28
2021-03-17,74,22,,0.22,16.28,18.48
2021-03-18,84,22,,0.22,18.48,16.94
2021-03-19,77,22,,0.22,16.94,17.82
2021-03-20,81,22,,0.22,17.82,17.849999999999998
2021-03-21,85,21,False,0.21,17.849999999999998,18.27
2021-03-22,87,21,,0.21,18.27,16.38
2021-03-23,78,21,,0.21,16.38,16.169999999999998
2021-03-24,77,21,,0.21,16.169999999999998,17.849999999999998
2021-03-25,85,21,,0.21,17.849999999999998,15.54
2021-03-26,74,21,,0.21,15.54,17.009999999999998
2021-03-27,81,21,,0.21,17.009999999999998,16.8
2021-03-28,80,21,False,0.21,16.8,14.7
2021-03-29,70,21,,0.21,14.7,19.11
2021-03-30,91,21,,0.21,19.11,17.849999999999998
2021-03-31,85,21,,0.21,17.849999999999998,18.69
2021-04-01,89,21,,0.21,18.69,18.06
2021-04-02,86,21,,0.21,18.06,18.69
2021-04-03,89,21,,0.21,18.69,17.2
2021-04-04,86,20,False,0.2,17.2,18.2
2021-04-05,91,20,,0.2,18.2,15.6
2021-04-06,78,20,,0.2,15.6,16.8
2021-04-07,84,20,,0.2,16.8,16.400000000000002
2021-04-08,82,20,,0.2,16.400000000000002,15.8
2021-04-09,79,20,,0.2,15.8,17.400000000000002
2021-04-10,87,20,,0.2,17.400000000000002,17.43
2021-04-11,83,21,False,0.21,17.43,18.48
2021-04-12,88,21,,0.21,18.48,18.69
2021-04-13,89,21,,0.21,18.69,19.11
2021-04-14,91,21,,0.21,19.11,18.9
2021-04-15,90,21,,0.21,18.9,17.64
2021-04-16,84,21,,0.21,17.64,17.64
2021-04-17,84,21,,0.21,17.64,19.14
2021-04-18,87,22,False,0.22,19.14,20.24
2021-04-19,92,22,,0.22,20.24,22.0
2021-04-20,100,22,,0.22,22.0,18.92
2021-04-21,86,22,,0.22,18.92,20.46
2021-04-22,93,22,,0.22,20.46,17.38
2021-04-23,79,22,,0.22,17.38,18.48
2021-04-24,84,22,,0.22,18.48,18.4
2021-04-25,92,20,False,0.2,18.4,16.8
2021-04-26,84,20,,0.2,16.8,17.6
2021-04-27,88,20,,0.2,17.6,16.8
2021-04-28,84,20,,0.2,16.8,18.0
2021-04-29,90,20,,0.2,18.0,17.6
2021-04-30,88,20,,0.2,17.6,14.2
2021-05-01,71,20,,0.2,14.2,14.91
2021-05-02,71,21,False,0.21,14.91,15.54
2021-05-03,74,21,,0.21,15.54,16.169999999999998
2021-05-04,77,21,,0.21,16.169999999999998,12.39
2021-05-05,59,21,,0.21,12.39,15.75
2021-05-06,75,21,,0.21,15.75,14.91
2021-05-07,71,21,,0.21,14.91,13.86
2021-05-08,66,21,,0.21,13.86,18.25
2021-05-09,73,25,False,0.25,18.25,23.25
2021-05-10,93,25,,0.25,23.25,23.0
2021-05-11,92,25,,0.25,23.0,23.0
2021-05-12,92,25,,0.25,23.0,20.0
2021-05-13,80,25,,0.25,20.0,22.75
2021-05-14,91,25,,0.25,22.75,23.25
2021-05-15,93,25,,0.25,23.25,25.0
2021-05-16,100,25,False,0.25,25.0,24.75
2021-05-17,99,25,,0.25,24.75,20.75
2021-05-18,83,25,,0.25,20.75,18.0
2021-05-19,72,25,,0.25,18.0,16.5
2021-05-20,66,25,,0.25,16.5,18.75
2021-05-21,75,25,,0.25,18.75,17.25
2021-05-22,69,25,,0.25,17.25,18.96
2021-05-23,79,24,False,0.24,18.96,18.48
2021-05-24,77,24,,0.24,18.48,18.48
2021-05-25,77,24,,0.24,18.48,19.68
2021-05-26,82,24,,0.24,19.68,18.72
2021-05-27,78,24,,0.24,18.72,17.28
2021-05-28,72,24,,0.24,17.28,21.36
2021-05-29,89,24,,0.24,21.36,20.93
2021-05-30,91,23,False,0.23,20.93,21.62
2021-05-31,94,23,,0.23,21.62,21.16
2021-06-01,92,23,,0.23,21.16,20.24
2021-06-02,88,23,,0.23,20.24,18.86
2021-06-03,82,23,,0.23,18.86,18.17
2021-06-04,79,23,,0.23,18.17,17.48
2021-06-05,76,23,,0.23,17.48,16.169999999999998
2021-06-06,77,21,False,0.21,16.169999999999998,15.96
2021-06-07,76,21,,0.21,15.96,17.43
2021-06-08,83,21,,0.21,17.43,14.91
2021-06-09,71,21,,0.21,14.91,18.9
2021-06-10,90,21,,0.21,18.9,16.169999999999998
2021-06-11,77,21,,0.21,16.169999999999998,15.54
2021-06-12,74,21,,0.21,15.54,18.48
2021-06-13,88,21,False,0.21,18.48,16.38
2021-06-14,78,21,,0.21,16.38,16.59
2021-06-15,79,21,,0.21,16.59,15.33
2021-06-16,73,21,,0.21,15.33,18.06
2021-06-17,86,21,,0.21,18.06,15.75
2021-06-18,75,21,,0.21,15.75,14.49
2021-06-19,69,21,,0.21,14.49,16.79
2021-06-20,73,23,False,0.23,16.79,23.0
2021-06-21,100,23,,0.23,23.0,21.62
2021-06-22,94,23,,0.23,21.62,21.16
2021-06-23,92,23,,0.23,21.16,17.48
2021-06-24,76,23,,0.23,17.48,16.560000000000002
2021-06-25,72,23,,0.23,16.560000000000002,17.25
2021-06-26,75,23,,0.23,17.25,13.8
2021-06-27,69,20,False,0.2,13.8,15.8
2021-06-28,79,20,,0.2,15.8,15.0
2021-06-29,75,20,,0.2,15.0,15.6
2021-06-30,78,20,,0.2,15.6,17.6
2021-07-01,88,20,,0.2,17.6,18.6
2021-07-02,93,20,,0.2,18.6,18.6
2021-07-03,93,20,,0.2,18.6,20.79
2021-07-04,99,21,False,0.21,20.79,20.16
2021-07-05,96,21,,0.21,20.16,19.11
2021-07-06,91,21,,0.21,19.11,16.59
2021-07-07,79,21,,0.21,16.59,21.0
2021-07-08,100,21,,0.21,21.0,18.27
2021-07-09,87,21,,0.21,18.27,18.69
2021-07-10,89,21,,0.21,18.69,17.400000000000002
2021-07-11,87,20,False,0.2,17.400000000000002,18.8
2021-07-12,94,20,,0.2,18.8,19.200000000000003
2021-07-13,96,20,,0.2,19.200000000000003,18.8
2021-07-14,94,20,,0.2,18.8,16.6
2021-07-15,83,20,,0.2,16.6,17.8
2021-07-16,89,20,,0.2,17.8,16.8
2021-07-17,84,20,,0.2,16.8,18.05
2021-07-18,95,19,False,0.19,18.05,17.86
2021-07-19,94,19,,0.19,17.86,16.91
2021-07-20,89,19,,0.19,16.91,17.67
2021-07-21,93,19,,0.19,17.67,15.77
2021-07-22,83,19,,0.19,15.77,17.1
2021-07-23,90,19,,0.19,17.1,12.54
2021-07-24,66,19,,0.19,12.54,15.84
2021-07-25,88,18,False,0.18,15.84,14.22
2021-07-26,79,18,,0.18,14.22,16.38
2021-07-27,91,18,,0.18,16.38,13.32
2021-07-28,74,18,,0.18,13.32,14.94
2021-07-29,83,18,,0.18,14.94,13.86
2021-07-30,77,18,,0.18,13.86,11.88
2021-07-31,66,18,,0.18,11.88,17.86
2021-08-01,94,19,False,0.19,17.86,16.53
2021-08-02,87,19,,0.19,16.53,16.72
2021-08-03,88,19,,0.19,16.72,14.82
2021-08-04,78,19,,0.19,14.82,16.72
2021-08-05,88,19,,0.19,16.72,14.44
2021-08-06,76,19,,0.19,14.44,15.01
2021-08-07,79,19,,0.19,15.01,14.62
2021-08-08,86,17,False,0.17,14.62,14.62
2021-08-09,86,17,,0.17,14.62,12.58
2021-08-10,74,17,,0.17,12.58,13.43
2021-08-11,79,17,,0.17,13.43,13.43
2021-08-12,79,17,,0.17,13.43,13.43
2021-08-13,79,17,,0.17,13.43,12.920000000000002
2021-08-14,76,17,,0.17,12.920000000000002,19.0
2021-08-15,100,19,False,0.19,19.0,17.1
2021-08-16,90,19,,0.19,17.1,16.72
2021-08-17,88,19,,0.19,16.72,15.01
2021-08-18,79,19,,0.19,15.01,15.96
2021-08-19,84,19,,0.19,15.96,16.15
2021-08-20,85,19,,0.19,16.15,14.63
2021-08-21,77,19,,0.19,14.63,20.79
2021-08-22,99,21,False,0.21,20.79,19.74
2021-08-23,94,21,,0.21,19.74,19.53
2021-08-24,93,21,,0.21,19.53,21.0
2021-08-25,100,21,,0.21,21.0,18.9
2021-08-26,90,21,,0.21,18.9,20.37
2021-08-27,97,21,,0.21,20.37,18.06
2021-08-28,86,21,,0.21,18.06,16.15
2021-08-29,85,19,False,0.19,16.15,16.15
2021-08-30,85,19,,0.19,16.15,15.58
2021-08-31,82,19,,0.19,15.58,15.96
2021-09-01,84,19,,0.19,15.96,15.58
2021-09-02,82,19,,0.19,15.58,14.06
2021-09-03,74,19,,0.19,14.06,15.01
2021-09-04,79,19,,0.19,15.01,15.0
2021-09-05,75,20,False,0.2,15.0,20.0
2021-09-06,100,20,,0.2,20.0,17.400000000000002
2021-09-07,87,20,,0.2,17.400000000000002,13.6
2021-09-08,68,20,,0.2,13.6,15.4
2021-09-09,77,20,,0.2,15.4,13.4
2021-09-10,67,20,,0.2,13.4,13.8
2021-09-11,69,20,,0.2,13.8,12.96
2021-09-12,72,18,False,0.18,12.96,14.04
2021-09-13,78,18,,0.18,14.04,13.5
2021-09-14,75,18,,0.18,13.5,12.42
2021-09-15,69,18,,0.18,12.42,11.88
2021-09-16,66,18,,0.18,11.88,13.32
2021-09-17,74,18,,0.18,13.32,12.96
2021-09-18,72,18,,0.18,12.96,14.63
2021-09-19,77,19,False,0.19,14.63,14.44
2021-09-20,76,19,,0.19,14.44,15.39
2021-09-21,81,19,,0.19,15.39,12.16
2021-09-22,64,19,,0.19,12.16,15.01
2021-09-23,79,19,,0.19,15.01,13.49
2021-09-24,71,19,,0.19,13.49,15.01
2021-09-25,79,19,,0.19,15.01,17.0
2021-09-26,85,20,False,0.2,17.0,15.6
2021-09-27,78,20,,0.2,15.6,16.6
2021-09-28,83,20,,0.2,16.6,17.400000000000002
2021-09-29,87,20,,0.2,17.400000000000002,16.400000000000002
2021-09-30,82,20,,0.2,16.400000000000002,14.6
2021-10-01,73,20,,0.2,14.6,15.2
2021-10-02,76,20,,0.2,15.2,14.44
2021-10-03,76,19,False,0.19,14.44,13.87
2021-10-04,73,19,,0.19,13.87,13.49
2021-10-05,71,19,,0.19,13.49,14.44
2021-10-06,76,19,,0.19,14.44,13.68
2021-10-07,72,19,,0.19,13.68,13.49
2021-10-08,71,19,,0.19,13.49,13.3
2021-10-09,70,19,,0.19,13.3,16.06
2021-10-10,73,22,False,0.22,16.06,18.7
2021-10-11,85,22,,0.22,18.7,17.6
2021-10-12,80,22,,0.22,17.6,19.8
2021-10-13,90,22,,0.22,19.8,18.7
2021-10-14,85,22,,0.22,18.7,16.28
2021-10-15,74,22,,0.22,16.28,17.82
2021-10-16,81,22,,0.22,17.82,19.09
2021-10-17,83,23,False,0.23,19.09,18.86
2021-10-18,82,23,,0.23,18.86,20.24
2021-10-19,88,23,,0.23,20.24,18.4
2021-10-20,80,23,,0.23,18.4,18.630000000000003
2021-10-21,81,23,,0.23,18.630000000000003,19.55
2021-10-22,85,23,,0.23,19.55,17.02
2021-10-23,74,23,,0.23,17.02,21.16
2021-10-24,92,23,False,0.23,21.16,20.01
2021-10-25,87,23,,0.23,20.01,23.0
2021-10-26,100,23,,0.23,23.0,19.32
2021-10-27,84,23,,0.23,19.32,18.86
2021-10-28,82,23,,0.23,18.86,18.4
2021-10-29,80,23,,0.23,18.4,19.55
2021-10-30,85,23,,0.23,19.55,23.4
2021-10-31,90,26,False,0.26,23.4,5.2
2021-11-01,20,26,,0.26,5.2,5.46
2021-11-02,21,26,,0.26,5.46,4.16
2021-11-03,16,26,,0.26,4.16,4.94
2021-11-04,19,26,,0.26,4.94,5.46
2021-11-05,21,26,,0.26,5.46,5.46
2021-11-06,21,26,,0.26,5.46,6.3
2021-11-07,21,30,False,0.3,6.3,6.3
2021-11-08,21,30,,0.3,6.3,6.3
2021-11-09,21,30,,0.3,6.3,6.0
2021-11-10,20,30,,0.3,6.0,7.8
2021-11-11,26,30,,0.3,7.8,6.8999999999999995
2021-11-12,23,30,,0.3,6.8999999999999995,6.3
2021-11-13,21,30,,0.3,6.3,7.44
2021-11-14,24,31,False,0.31,7.44,8.06
2021-11-15,26,31,,0.31,8.06,7.13
2021-11-16,23,31,,0.31,7.13,8.06
2021-11-17,26,31,,0.31,8.06,7.44
2021-11-18,24,31,,0.31,7.44,7.44
2021-11-19,24,31,,0.31,7.44,8.37
2021-11-20,27,31,,0.31,8.37,22.08
2021-11-21,32,69,False,0.69,22.08,20.7
2021-11-22,30,69,,0.69,20.7,23.459999999999997
2021-11-23,34,69,,0.69,23.459999999999997,23.459999999999997
2021-11-24,34,69,,0.69,23.459999999999997,38.64
2021-11-25,56,69,,0.69,38.64,69.0
2021-11-26,100,69,,0.69,69.0,51.74999999999999
2021-11-27,75,69,,0.69,51.74999999999999,36.4
2021-11-28,56,65,False,0.65,36.4,54.6
2021-11-29,84,65,,0.65,54.6,46.15
2021-11-30,71,65,,0.65,46.15,65.0
2021-12-01,100,65,,0.65,65.0,52.0
2021-12-02,80,65,,0.65,52.0,50.05
2021-12-03,77,65,,0.65,50.05,52.65
2021-12-04,81,65,,0.65,52.65,30.78
2021-12-05,81,38,False,0.38,30.78,30.4
2021-12-06,80,38,,0.38,30.4,30.78
2021-12-07,81,38,,0.38,30.78,30.4
2021-12-08,80,38,,0.38,30.4,30.78
2021-12-09,81,38,,0.38,30.78,27.36
2021-12-10,72,38,,0.38,27.36,26.98
2021-12-11,71,38,,0.38,26.98,24.32
2021-12-12,76,32,False,0.32,24.32,26.24
2021-12-13,82,32,,0.32,26.24,23.04
2021-12-14,72,32,,0.32,23.04,22.08
2021-12-15,69,32,,0.32,22.08,21.12
2021-12-16,66,32,,0.32,21.12,19.84
2021-12-17,62,32,,0.32,19.84,17.6
2021-12-18,55,32,,0.32,17.6,11.73
2021-12-19,51,23,False,0.23,11.73,12.42
2021-12-20,54,23,,0.23,12.42,12.42
2021-12-21,54,23,,0.23,12.42,11.04
2021-12-22,48,23,,0.23,11.04,10.58
2021-12-23,46,23,,0.23,10.58,9.66
2021-12-24,42,23,,0.23,9.66,7.82
2021-12-25,34,23,,0.23,7.82,14.5
2021-12-26,58,25,False,0.25,14.5,14.5
2021-12-27,58,25,,0.25,14.5,11.0
2021-12-28,44,25,,0.25,11.0,12.5
2021-12-29,50,25,,0.25,12.5,11.25
2021-12-30,45,25,,0.25,11.25,10.75
2021-12-31,43,25,,0.25,10.75,9.25
2022-01-01,37,25,,0.25,9.25,12.96
2022-01-02,48,27,False,0.27,12.96,11.88
2022-01-03,44,27,,0.27,11.88,14.85
2022-01-04,55,27,,0.27,14.85,12.420000000000002
2022-01-05,46,27,,0.27,12.420000000000002,10.53
2022-01-06,39,27,,0.27,10.53,12.96
2022-01-07,48,27,,0.27,12.96,11.61
2022-01-08,43,27,,0.27,11.61,10.0
2022-01-09,40,25,False,0.25,10.0,11.75
2022-01-10,47,25,,0.25,11.75,10.75
2022-01-11,43,25,,0.25,10.75,10.0
2022-01-12,40,25,,0.25,10.0,12.25
2022-01-13,49,25,,0.25,12.25,9.0
2022-01-14,36,25,,0.25,9.0,10.5
2022-01-15,42,25,,0.25,10.5,8.14
2022-01-16,37,22,False,0.22,8.14,9.46
2022-01-17,43,22,,0.22,9.46,8.8
2022-01-18,40,22,,0.22,8.8,8.36
2022-01-19,38,22,,0.22,8.36,7.7
2022-01-20,35,22,,0.22,7.7,8.14
2022-01-21,37,22,,0.22,8.14,9.24
2022-01-22,42,22,,0.22,9.24,9.89
2022-01-23,43,23,False,0.23,9.89,10.81
2022-01-24,47,23,,0.23,10.81,8.51
2022-01-25,37,23,,0.23,8.51,8.05
2022-01-26,35,23,,0.23,8.05,8.51
2022-01-27,37,23,,0.23,8.51,10.35
2022-01-28,45,23,,0.23,10.35,9.89
2022-01-29,43,23,,0.23,9.89,26.0
2022-01-30,100,26,False,0.26,26.0,11.44
2022-01-31,44,26,,0.26,11.44,11.44
2022-02-01,44,26,,0.26,11.44,11.7
2022-02-02,45,26,,0.26,11.7,11.96
2022-02-03,46,26,,0.26,11.96,10.66
2022-02-04,41,26,,0.26,10.66,11.18
2022-02-05,43,26,,0.26,11.18,11.96
2022-02-06,46,26,False,0.26,11.96,11.96
2022-02-07,46,26,,0.26,11.96,12.48
2022-02-08,48,26,,0.26,12.48,12.48
2022-02-09,48,26,,0.26,12.48,13.26
2022-02-10,51,26,,0.26,13.26,11.96
2022-02-11,46,26,,0.26,11.96,14.04
2022-02-12,54,26,,0.26,14.04,32.0
2022-02-13,100,32,False,0.32,32.0,21.12
2022-02-14,66,32,,0.32,21.12,18.56
2022-02-15,58,32,,0.32,18.56,18.24
2022-02-16,57,32,,0.32,18.24,16.96
2022-02-17,53,32,,0.32,16.96,17.6
2022-02-18,55,32,,0.32,17.6,18.24
2022-02-19,57,32,,0.32,18.24,15.08
2022-02-20,58,26,False,0.26,15.08,16.38
2022-02-21,63,26,,0.26,16.38,13.78
2022-02-22,53,26,,0.26,13.78,13.26
2022-02-23,51,26,,0.26,13.26,12.48
2022-02-24,48,26,,0.26,12.48,11.7
2022-02-25,45,26,,0.26,11.7,11.96
2022-02-26,46,26,,0.26,11.96,16.38
2022-02-27,63,26,False,0.26,16.38,12.74
2022-02-28,49,26,,0.26,12.74,24.7
2022-03-01,95,26,,0.26,24.7,22.62
2022-03-02,87,26,,0.26,22.62,21.58
2022-03-03,83,26,,0.26,21.58,20.8
2022-03-04,80,26,,0.26,20.8,20.02
2022-03-05,77,26,,0.26,20.02,21.85
2022-03-06,95,23,False,0.23,21.85,19.32
2022-03-07,84,23,,0.23,19.32,19.09
2022-03-08,83,23,,0.23,19.09,20.47
2022-03-09,89,23,,0.23,20.47,18.86
2022-03-10,82,23,,0.23,18.86,17.94
2022-03-11,78,23,,0.23,17.94,19.78
2022-03-12,86,23,,0.23,19.78,22.56
2022-03-13,94,24,False,0.24,22.56,21.119999999999997
2022-03-14,88,24,,0.24,21.119999999999997,22.08
2022-03-15,92,24,,0.24,22.08,19.92
2022-03-16,83,24,,0.24,19.92,21.119999999999997
2022-03-17,88,24,,0.24,21.119999999999997,20.88
2022-03-18,87,24,,0.24,20.88,20.64
2022-03-19,86,24,,0.24,20.64,22.77
2022-03-20,99,23,False,0.23,22.77,19.78
2022-03-21,86,23,,0.23,19.78,20.47
2022-03-22,89,23,,0.23,20.47,19.32
2022-03-23,84,23,,0.23,19.32,19.09
2022-03-24,83,23,,0.23,19.09,18.630000000000003
2022-03-25,81,23,,0.23,18.630000000000003,19.55
2022-03-26,85,23,,0.23,19.55,24.0
2022-03-27,100,24,False,0.24,24.0,18.0
2022-03-28,75,24,,0.24,18.0,18.72
2022-03-29,78,24,,0.24,18.72,20.88
2022-03-30,87,24,,0.24,20.88,21.119999999999997
2022-03-31,88,24,,0.24,21.119999999999997,22.8
2022-04-01,95,24,,0.24,22.8,23.04
2022-04-02,96,24,,0.24,23.04,20.16
2022-04-03,96,21,False,0.21,20.16,17.43
2022-04-04,83,21,,0.21,17.43,18.9
2022-04-05,90,21,,0.21,18.9,18.27
2022-04-06,87,21,,0.21,18.27,19.53
2022-04-07,93,21,,0.21,19.53,17.22
2022-04-08,82,21,,0.21,17.22,19.74
2022-04-09,94,21,,0.21,19.74,22.77
2022-04-10,99,23,False,0.23,22.77,20.7
2022-04-11,90,23,,0.23,20.7,19.78
2022-04-12,86,23,,0.23,19.78,20.01
2022-04-13,87,23,,0.23,20.01,19.78
2022-04-14,86,23,,0.23,19.78,21.16
2022-04-15,92,23,,0.23,21.16,21.16
2022-04-16,92,23,,0.23,21.16,18.4
2022-04-17,80,23,False,0.23,18.4,21.85
2022-04-18,95,23,,0.23,21.85,22.540000000000003
2022-04-19,98,23,,0.23,22.540000000000003,20.93
2022-04-20,91,23,,0.23,20.93,21.62
2022-04-21,94,23,,0.23,21.62,20.24
2022-04-22,88,23,,0.23,20.24,20.47
2022-04-23,89,23,,0.23,20.47,23.0
2022-04-24,100,23,False,0.23,23.0,20.24
2022-04-25,88,23,,0.23,20.24,21.85
2022-04-26,95,23,,0.23,21.85,20.93
2022-04-27,91,23,,0.23,20.93,21.62
2022-04-28,94,23,,0.23,21.62,21.16
2022-04-29,92,23,,0.23,21.16,21.16
2022-04-30,92,23,,0.23,21.16,21.87
2022-05-01,81,27,False,0.27,21.87,19.71
2022-05-02,73,27,,0.27,19.71,26.73
2022-05-03,99,27,,0.27,26.73,20.520000000000003
2022-05-04,76,27,,0.27,20.520000000000003,16.470000000000002
2022-05-05,61,27,,0.27,16.470000000000002,17.28
2022-05-06,64,27,,0.27,17.28,17.01
2022-05-07,63,27,,0.27,17.01,24.32
2022-05-08,76,32,False,0.32,24.32,29.76
2022-05-09,93,32,,0.32,29.76,29.12
2022-05-10,91,32,,0.32,29.12,28.8
2022-05-11,90,32,,0.32,28.8,28.16
2022-05-12,88,32,,0.32,28.16,28.16
2022-05-13,88,32,,0.32,28.16,26.88
2022-05-14,84,32,,0.32,26.88,30.0
2022-05-15,100,30,False,0.3,30.0,27.3
2022-05-16,91,30,,0.3,27.3,26.4
2022-05-17,88,30,,0.3,26.4,24.9
2022-05-18,83,30,,0.3,24.9,21.9
2022-05-19,73,30,,0.3,21.9,20.7
2022-05-20,69,30,,0.3,20.7,25.8
2022-05-21,86,30,,0.3,25.8,20.520000000000003
2022-05-22,76,27,False,0.27,20.520000000000003,21.87
2022-05-23,81,27,,0.27,21.87,20.25
