Date,Rakuten_unscaled,Rakuten_monthly,isPartial,scale,Rakuten,Rakuten_adjusted
2023-10-30,92,24,,0.24,22.08,20.64
2023-10-31,86,24,,0.24,20.64,3.12
2023-11-01,13,24,,0.24,3.12,3.5999999999999996
2023-11-02,15,24,,0.24,3.5999999999999996,3.5999999999999996
2023-11-03,15,24,,0.24,3.5999999999999996,3.5999999999999996
2023-11-04,15,24,,0.24,3.5999999999999996,4.64
2023-11-05,16,29,False,0.29,4.64,4.64
2023-11-06,16,29,,0.29,4.64,4.35
2023-11-07,15,29,,0.29,4.35,4.64
2023-11-08,16,29,,0.29,4.64,4.64
2023-11-09,16,29,,0.29,4.64,5.22
2023-11-10,18,29,,0.29,5.22,6.67
2023-11-11,23,29,,0.29,6.67,7.699999999999999
2023-11-12,22,35,False,0.35,7.699999999999999,6.3
2023-11-13,18,35,,0.35,6.3,6.3
2023-11-14,18,35,,0.35,6.3,6.6499999999999995
2023-11-15,19,35,,0.35,6.6499999999999995,6.3
2023-11-16,18,35,,0.35,6.3,7.699999999999999
2023-11-17,22,35,,0.35,7.699999999999999,8.399999999999999
2023-11-18,24,35,,0.35,8.399999999999999,21.12
2023-11-19,24,88,False,0.88,21.12,22.88
2023-11-20,26,88,,0.88,22.88,26.4
2023-11-21,30,88,,0.88,26.4,32.56
2023-11-22,37,88,,0.88,32.56,51.04
2023-11-23,58,88,,0.88,51.04,88.0
2023-11-24,100,88,,0.88,88.0,70.4
2023-11-25,80,88,,0.88,70.4,45.82
2023-11-26,58,79,False,0.79,45.82,64.78
2023-11-27,82,79,,0.79,64.78,53.72
2023-11-28,68,79,,0.79,53.72,26.07
2023-11-29,33,79,,0.79,26.07,22.91
2023-11-30,29,79,,0.79,22.91,79.0
2023-12-01,100,79,,0.79,79.0,70.31
2023-12-02,89,79,,0.79,70.31,41.58
2023-12-03,99,42,False,0.42,41.58,39.48
2023-12-04,94,42,,0.42,39.48,39.9
2023-12-05,95,42,,0.42,39.9,33.6
2023-12-06,80,42,,0.42,33.6,34.019999999999996
2023-12-07,81,42,,0.42,34.019999999999996,31.08
2023-12-08,74,42,,0.42,31.08,32.76
2023-12-09,78,42,,0.42,32.76,30.6
2023-12-10,85,36,False,0.36,30.6,32.76
2023-12-11,91,36,,0.36,32.76,31.32
2023-12-12,87,36,,0.36,31.32,26.28
2023-12-13,73,36,,0.36,26.28,27.36
2023-12-14,76,36,,0.36,27.36,26.28
2023-12-15,73,36,,0.36,26.28,25.2
2023-12-16,70,36,,0.36,25.2,20.44
2023-12-17,73,28,False,0.28,20.44,18.48
2023-12-18,66,28,,0.28,18.48,17.64
2023-12-19,63,28,,0.28,17.64,16.8
2023-12-20,60,28,,0.28,16.8,15.96
2023-12-21,57,28,,0.28,15.96,14.28
2023-12-22,51,28,,0.28,14.28,14.28
2023-12-23,51,28,,0.28,14.28,11.76
2023-12-24,49,24,False,0.24,11.76,10.8
2023-12-25,45,24,,0.24,10.8,14.16
2023-12-26,59,24,,0.24,14.16,14.64
2023-12-27,61,24,,0.24,14.64,12.96
2023-12-28,54,24,,0.24,12.96,12.96
2023-12-29,54,24,,0.24,12.96,12.24
2023-12-30,51,24,,0.24,12.24,11.04
2023-12-31,48,23,False,0.23,11.04,21.16
2024-01-01,92,23,,0.23,21.16,18.86
2024-01-02,82,23,,0.23,18.86,23.0
2024-01-03,100,23,,0.23,23.0,20.01
2024-01-04,87,23,,0.23,20.01,19.55
2024-01-05,85,23,,0.23,19.55,17.25
2024-01-06,75,23,,0.23,17.25,20.24
2024-01-07,88,23,False,0.23,20.24,18.86
2024-01-08,82,23,,0.23,18.86,17.71
2024-01-09,77,23,,0.23,17.71,20.24
2024-01-10,88,23,,0.23,20.24,19.32
2024-01-11,84,23,,0.23,19.32,17.94
2024-01-12,78,23,,0.23,17.94,17.25
2024-01-13,75,23,,0.23,17.25,20.24
2024-01-14,92,22,False,0.22,20.24,17.82
2024-01-15,81,22,,0.22,17.82,17.38
2024-01-16,79,22,,0.22,17.38,16.94
2024-01-17,77,22,,0.22,16.94,17.82
2024-01-18,81,22,,0.22,17.82,17.82
2024-01-19,81,22,,0.22,17.82,16.72
2024-01-20,76,22,,0.22,16.72,19.11
2024-01-21,91,21,False,0.21,19.11,18.69
2024-01-22,89,21,,0.21,18.69,17.009999999999998
2024-01-23,81,21,,0.21,17.009999999999998,14.7
2024-01-24,70,21,,0.21,14.7,17.009999999999998
2024-01-25,81,21,,0.21,17.009999999999998,16.59
2024-01-26,79,21,,0.21,16.59,15.96
2024-01-27,76,21,,0.21,15.96,17.16
2024-01-28,78,22,False,0.22,17.16,18.7
2024-01-29,85,22,,0.22,18.7,17.16
2024-01-30,78,22,,0.22,17.16,16.94
2024-01-31,77,22,,0.22,16.94,13.86
2024-02-01,63,22,,0.22,13.86,13.42
2024-02-02,61,22,,0.22,13.42,14.3
2024-02-03,65,22,,0.22,14.3,12.4
2024-02-04,62,20,False,0.2,12.4,13.2
2024-02-05,66,20,,0.2,13.2,11.4
2024-02-06,57,20,,0.2,11.4,14.2
2024-02-07,71,20,,0.2,14.2,13.0
2024-02-08,65,20,,0.2,13.0,13.2
2024-02-09,66,20,,0.2,13.2,12.2
2024-02-10,61,20,,0.2,12.2,15.87
2024-02-11,69,23,False,0.23,15.87,16.1
2024-02-12,70,23,,0.23,16.1,17.25
2024-02-13,75,23,,0.23,17.25,15.41
2024-02-14,67,23,,0.23,15.41,17.94
2024-02-15,78,23,,0.23,17.94,17.94
2024-02-16,78,23,,0.23,17.94,18.630000000000003
2024-02-17,81,23,,0.23,18.630000000000003,22.0
2024-02-18,88,25,False,0.25,22.0,25.0
2024-02-19,100,25,,0.25,25.0,22.5
2024-02-20,90,25,,0.25,22.5,17.5
2024-02-21,70,25,,0.25,17.5,17.75
2024-02-22,71,25,,0.25,17.75,17.5
2024-02-23,70,25,,0.25,17.5,18.5
2024-02-24,74,25,,0.25,18.5,15.4
2024-02-25,70,22,False,0.22,15.4,16.5
2024-02-26,75,22,,0.22,16.5,16.94
2024-02-27,77,22,,0.22,16.94,14.52
2024-02-28,66,22,,0.22,14.52,16.28
2024-02-29,74,22,,0.22,16.28,16.06
2024-03-01,73,22,,0.22,16.06,17.16
2024-03-02,78,22,,0.22,17.16,19.32
2024-03-03,84,23,False,0.23,19.32,17.94
2024-03-04,78,23,,0.23,17.94,19.09
2024-03-05,83,23,,0.23,19.09,17.94
2024-03-06,78,23,,0.23,17.94,17.71
2024-03-07,77,23,,0.23,17.71,17.25
2024-03-08,75,23,,0.23,17.25,19.09
2024-03-09,83,23,,0.23,19.09,20.93
2024-03-10,91,23,False,0.23,20.93,16.1
2024-03-11,70,23,,0.23,16.1,17.25
2024-03-12,75,23,,0.23,17.25,18.17
2024-03-13,79,23,,0.23,18.17,17.94
2024-03-14,78,23,,0.23,17.94,18.17
2024-03-15,79,23,,0.23,18.17,17.25
2024-03-16,75,23,,0.23,17.25,25.0
2024-03-17,100,25,False,0.25,25.0,22.75
2024-03-18,91,25,,0.25,22.75,20.5
2024-03-19,82,25,,0.25,20.5,20.75
2024-03-20,83,25,,0.25,20.75,19.5
2024-03-21,78,25,,0.25,19.5,19.75
2024-03-22,79,25,,0.25,19.75,18.5
2024-03-23,74,25,,0.25,18.5,19.14
2024-03-24,87,22,False,0.22,19.14,16.5
2024-03-25,75,22,,0.22,16.5,16.72
2024-03-26,76,22,,0.22,16.72,15.84
2024-03-27,72,22,,0.22,15.84,16.72
2024-03-28,76,22,,0.22,16.72,16.06
2024-03-29,73,22,,0.22,16.06,17.38
2024-03-30,79,22,,0.22,17.38,17.94
2024-03-31,78,23,False,0.23,17.94,22.77
2024-04-01,99,23,,0.23,22.77,21.16
2024-04-02,92,23,,0.23,21.16,21.39
2024-04-03,93,23,,0.23,21.39,19.55
2024-04-04,85,23,,0.23,19.55,22.08
2024-04-05,96,23,,0.23,22.08,22.31
2024-04-06,97,23,,0.23,22.31,20.46
2024-04-07,93,22,False,0.22,20.46,16.5
2024-04-08,75,22,,0.22,16.5,19.58
2024-04-09,89,22,,0.22,19.58,18.92
2024-04-10,86,22,,0.22,18.92,22.0
2024-04-11,100,22,,0.22,22.0,19.8
2024-04-12,90,22,,0.22,19.8,20.68
2024-04-13,94,22,,0.22,20.68,19.53
2024-04-14,93,21,False,0.21,19.53,20.16
2024-04-15,96,21,,0.21,20.16,20.37
2024-04-16,97,21,,0.21,20.37,17.009999999999998
2024-04-17,81,21,,0.21,17.009999999999998,15.12
2024-04-18,72,21,,0.21,15.12,16.8
2024-04-19,80,21,,0.21,16.8,18.48
2024-04-20,88,21,,0.21,18.48,19.32
2024-04-21,92,21,False,0.21,19.32,19.11
2024-04-22,91,21,,0.21,19.11,18.69
2024-04-23,89,21,,0.21,18.69,17.43
2024-04-24,83,21,,0.21,17.43,18.48
2024-04-25,88,21,,0.21,18.48,17.64
2024-04-26,84,21,,0.21,17.64,18.9
2024-04-27,90,21,,0.21,18.9,21.36
2024-04-28,89,24,False,0.24,21.36,22.8
2024-04-29,95,24,,0.24,22.8,22.8
2024-04-30,95,24,,0.24,22.8,10.08
2024-05-01,42,24,,0.24,10.08,9.84
2024-05-02,41,24,,0.24,9.84,9.36
2024-05-03,39,24,,0.24,9.36,9.12
2024-05-04,38,24,,0.24,9.12,14.7
2024-05-05,42,35,False,0.35,14.7,19.6
2024-05-06,56,35,,0.35,19.6,35.0
2024-05-07,100,35,,0.35,35.0,21.0
2024-05-08,60,35,,0.35,21.0,16.099999999999998
2024-05-09,46,35,,0.35,16.099999999999998,15.4
2024-05-10,44,35,,0.35,15.4,15.4
2024-05-11,44,35,,0.35,15.4,13.5
2024-05-12,50,27,False,0.27,13.5,14.31
2024-05-13,53,27,,0.27,14.31,12.96
2024-05-14,48,27,,0.27,12.96,12.69
2024-05-15,47,27,,0.27,12.69,9.99
2024-05-16,37,27,,0.27,9.99,9.45
2024-05-17,35,27,,0.27,9.45,9.99
2024-05-18,37,27,,0.27,9.99,11.07
2024-05-19,41,27,False,0.27,11.07,10.53
2024-05-20,39,27,,0.27,10.53,11.88
2024-05-21,44,27,,0.27,11.88,11.61
2024-05-22,43,27,,0.27,11.61,10.8
2024-05-23,40,27,,0.27,10.8,12.15
2024-05-24,45,27,,0.27,12.15,13.23
2024-05-25,49,27,,0.27,13.23,13.0
2024-05-26,50,26,False,0.26,13.0,14.3
2024-05-27,55,26,,0.26,14.3,11.96
2024-05-28,46,26,,0.26,11.96,9.1
2024-05-29,35,26,,0.26,9.1,9.62
2024-05-30,37,26,,0.26,9.62,8.84
2024-05-31,34,26,,0.26,8.84,23.14
2024-06-01,89,26,,0.26,23.14,22.31
2024-06-02,97,23,False,0.23,22.31,21.85
2024-06-03,95,23,,0.23,21.85,22.08
2024-06-04,96,23,,0.23,22.08,22.08
2024-06-05,96,23,,0.23,22.08,21.16
2024-06-06,92,23,,0.23,21.16,20.24
2024-06-07,88,23,,0.23,20.24,22.540000000000003
2024-06-08,98,23,,0.23,22.540000000000003,24.0
2024-06-09,100,24,False,0.24,24.0,23.76
2024-06-10,99,24,,0.24,23.76,24.0
2024-06-11,100,24,,0.24,24.0,22.32
2024-06-12,93,24,,0.24,22.32,23.04
2024-06-13,96,24,,0.24,23.04,19.92
2024-06-14,83,24,,0.24,19.92,21.36
2024-06-15,89,24,,0.24,21.36,20.93
2024-06-16,91,23,False,0.23,20.93,21.16
2024-06-17,92,23,,0.23,21.16,21.39
2024-06-18,93,23,,0.23,21.39,20.7
2024-06-19,90,23,,0.23,20.7,18.4
2024-06-20,80,23,,0.23,18.4,21.85
2024-06-21,95,23,,0.23,21.85,20.24
2024-06-22,88,23,,0.23,20.24,22.31
2024-06-23,97,23,False,0.23,22.31,20.7
2024-06-24,90,23,,0.23,20.7,22.08
2024-06-25,96,23,,0.23,22.08,20.01
2024-06-26,87,23,,0.23,20.01,20.24
2024-06-27,88,23,,0.23,20.24,19.55
2024-06-28,85,23,,0.23,19.55,21.62
2024-06-29,94,23,,0.23,21.62,25.0
2024-06-30,100,25,False,0.25,25.0,18.0
2024-07-01,72,25,,0.25,18.0,20.25
2024-07-02,81,25,,0.25,20.25,19.5
2024-07-03,78,25,,0.25,19.5,19.5
2024-07-04,78,25,,0.25,19.5,19.5
2024-07-05,78,25,,0.25,19.5,18.5
2024-07-06,74,25,,0.25,18.5,18.86
2024-07-07,82,23,False,0.23,18.86,17.02
2024-07-08,74,23,,0.23,17.02,16.79
2024-07-09,73,23,,0.23,16.79,19.09
2024-07-10,83,23,,0.23,19.09,16.79
2024-07-11,73,23,,0.23,16.79,17.94
2024-07-12,78,23,,0.23,17.94,16.330000000000002
2024-07-13,71,23,,0.23,16.330000000000002,14.88
2024-07-14,62,24,False,0.24,14.88,20.88
2024-07-15,87,24,,0.24,20.88,24.0
2024-07-16,100,24,,0.24,24.0,23.04
2024-07-17,96,24,,0.24,23.04,19.68
2024-07-18,82,24,,0.24,19.68,16.8
2024-07-19,70,24,,0.24,16.8,19.2
2024-07-20,80,24,,0.24,19.2,17.48
2024-07-21,76,23,False,0.23,17.48,15.64
2024-07-22,68,23,,0.23,15.64,16.79
2024-07-23,73,23,,0.23,16.79,17.48
2024-07-24,76,23,,0.23,17.48,17.02
2024-07-25,74,23,,0.23,17.02,15.18
2024-07-26,66,23,,0.23,15.18,14.95
2024-07-27,65,23,,0.23,14.95,16.79
2024-07-28,73,23,False,0.23,16.79,17.02
2024-07-29,74,23,,0.23,17.02,18.86
2024-07-30,82,23,,0.23,18.86,16.330000000000002
2024-07-31,71,23,,0.23,16.330000000000002,18.4
2024-08-01,80,23,,0.23,18.4,18.17
2024-08-02,79,23,,0.23,18.17,16.330000000000002
2024-08-03,71,23,,0.23,16.330000000000002,20.5
2024-08-04,82,25,False,0.25,20.5,20.5
2024-08-05,82,25,,0.25,20.5,21.5
2024-08-06,86,25,,0.25,21.5,19.0
2024-08-07,76,25,,0.25,19.0,20.25
2024-08-08,81,25,,0.25,20.25,22.75
2024-08-09,91,25,,0.25,22.75,22.0
2024-08-10,88,25,,0.25,22.0,23.25
2024-08-11,93,25,False,0.25,23.25,25.0
2024-08-12,100,25,,0.25,25.0,23.75
2024-08-13,95,25,,0.25,23.75,22.75
2024-08-14,91,25,,0.25,22.75,24.0
2024-08-15,96,25,,0.25,24.0,21.25
2024-08-16,85,25,,0.25,21.25,20.25
2024-08-17,81,25,,0.25,20.25,18.72
2024-08-18,78,24,False,0.24,18.72,20.16
2024-08-19,84,24,,0.24,20.16,20.4
2024-08-20,85,24,,0.24,20.4,18.72
2024-08-21,78,24,,0.24,18.72,21.36
2024-08-22,89,24,,0.24,21.36,19.44
2024-08-23,81,24,,0.24,19.44,21.119999999999997
2024-08-24,88,24,,0.24,21.119999999999997,22.8
2024-08-25,95,24,False,0.24,22.8,20.88
2024-08-26,87,24,,0.24,20.88,21.119999999999997
2024-08-27,88,24,,0.24,21.119999999999997,20.16
2024-08-28,84,24,,0.24,20.16,21.119999999999997
2024-08-29,88,24,,0.24,21.119999999999997,22.08
2024-08-30,92,24,,0.24,22.08,22.32
2024-08-31,93,24,,0.24,22.32,20.75
2024-09-01,83,25,False,0.25,20.75,25.0
2024-09-02,100,25,,0.25,25.0,19.75
2024-09-03,79,25,,0.25,19.75,17.0
2024-09-04,68,25,,0.25,17.0,13.75
2024-09-05,55,25,,0.25,13.75,15.5
2024-09-06,62,25,,0.25,15.5,15.25
2024-09-07,61,25,,0.25,15.25,15.25
2024-09-08,61,25,False,0.25,15.25,13.5
2024-09-09,54,25,,0.25,13.5,14.25
2024-09-10,57,25,,0.25,14.25,13.5
2024-09-11,54,25,,0.25,13.5,15.5
2024-09-12,62,25,,0.25,15.5,16.0
2024-09-13,64,25,,0.25,16.0,16.5
2024-09-14,66,25,,0.25,16.5,13.23
2024-09-15,63,21,False,0.21,13.23,14.07
2024-09-16,67,21,,0.21,14.07,14.49
2024-09-17,69,21,,0.21,14.49,13.44
2024-09-18,64,21,,0.21,13.44,12.39
2024-09-19,59,21,,0.21,12.39,12.81
2024-09-20,61,21,,0.21,12.81,12.81
2024-09-21,61,21,,0.21,12.81,14.28
2024-09-22,68,21,False,0.21,14.28,13.65
2024-09-23,65,21,,0.21,13.65,12.81
2024-09-24,61,21,,0.21,12.81,12.6
2024-09-25,60,21,,0.21,12.6,11.76
2024-09-26,56,21,,0.21,11.76,11.34
2024-09-27,54,21,,0.21,11.34,11.76
2024-09-28,56,21,,0.21,11.76,13.0
2024-09-29,65,20,False,0.2,13.0,10.8
2024-09-30,54,20,,0.2,10.8,13.2
2024-10-01,66,20,,0.2,13.2,14.6
2024-10-02,73,20,,0.2,14.6,15.2
2024-10-03,76,20,,0.2,15.2,16.0
2024-10-04,80,20,,0.2,16.0,14.4
2024-10-05,72,20,,0.2,14.4,18.96
2024-10-06,79,24,False,0.24,18.96,23.52
2024-10-07,98,24,,0.24,23.52,22.08
2024-10-08,92,24,,0.24,22.08,24.0
2024-10-09,100,24,,0.24,24.0,21.84
2024-10-10,91,24,,0.24,21.84,18.24
2024-10-11,76,24,,0.24,18.24,17.04
2024-10-12,71,24,,0.24,17.04,15.8
2024-10-13,79,20,False,0.2,15.8,16.2
2024-10-14,81,20,,0.2,16.2,16.400000000000002
2024-10-15,82,20,,0.2,16.400000000000002,15.0
2024-10-16,75,20,,0.2,15.0,14.0
2024-10-17,70,20,,0.2,14.0,12.8
2024-10-18,64,20,,0.2,12.8,13.4
2024-10-19,67,20,,0.2,13.4,15.96
2024-10-20,76,21,False,0.21,15.96,15.54
2024-10-21,74,21,,0.21,15.54,15.54
2024-10-22,74,21,,0.21,15.54,16.38
2024-10-23,78,21,,0.21,16.38,14.49
2024-10-24,69,21,,0.21,14.49,16.169999999999998
2024-10-25,77,21,,0.21,16.169999999999998,15.75
2024-10-26,75,21,,0.21,15.75,16.6
2024-10-27,83,20,False,0.2,16.6,14.6
2024-10-28,73,20,,0.2,14.6,15.8
2024-10-29,79,20,,0.2,15.8,14.0
2024-10-30,70,20,,0.2,14.0,14.4
2024-10-31,72,20,,0.2,14.4,2.6
2024-11-01,13,20,,0.2,2.6,2.8000000000000003
2024-11-02,14,20,,0.2,2.8000000000000003,3.36
2024-11-03,14,24,False,0.24,3.36,3.12
2024-11-04,13,24,,0.24,3.12,3.36
2024-11-05,14,24,,0.24,3.36,2.4
2024-11-06,10,24,,0.24,2.4,3.5999999999999996
2024-11-07,15,24,,0.24,3.5999999999999996,3.5999999999999996
2024-11-08,15,24,,0.24,3.5999999999999996,4.32
2024-11-09,18,24,,0.24,4.32,5.89
2024-11-10,19,31,False,0.31,5.89,6.82
2024-11-11,22,31,,0.31,6.82,6.82
2024-11-12,22,31,,0.31,6.82,5.89
2024-11-13,19,31,,0.31,5.89,6.2
2024-11-14,20,31,,0.31,6.2,5.89
2024-11-15,19,31,,0.31,5.89,5.58
2024-11-16,18,31,,0.31,5.58,9.2
2024-11-17,23,40,False,0.4,9.2,8.4
2024-11-18,21,40,,0.4,8.4,8.4
2024-11-19,21,40,,0.4,8.4,8.8
2024-11-20,22,40,,0.4,8.8,9.6
2024-11-21,24,40,,0.4,9.6,10.4
2024-11-22,26,40,,0.4,10.4,11.2
2024-11-23,28,40,,0.4,11.2,26.35
2024-11-24,31,85,False,0.85,26.35,27.2
2024-11-25,32,85,,0.85,27.2,29.75
2024-11-26,35,85,,0.85,29.75,30.6
2024-11-27,36,85,,0.85,30.6,43.35
2024-11-28,51,85,,0.85,43.35,85.0
2024-11-29,100,85,,0.85,85.0,65.45
2024-11-30,77,85,,0.85,65.45,50.32
2024-12-01,74,68,False,0.68,50.32,68.0
2024-12-02,100,68,,0.68,68.0,57.8
2024-12-03,85,68,,0.68,57.8,28.56
2024-12-04,42,68,,0.68,28.56,21.08
2024-12-05,31,68,,0.68,21.08,21.08
2024-12-06,31,68,,0.68,21.08,23.8
2024-12-07,35,68,,0.68,23.8,11.22
2024-12-08,34,33,False,0.33,11.22,10.89
2024-12-09,33,33,,0.33,10.89,10.56
2024-12-10,32,33,,0.33,10.56,9.57
2024-12-11,29,33,,0.33,9.57,9.9
2024-12-12,30,33,,0.33,9.9,9.57
2024-12-13,29,33,,0.33,9.57,9.9
2024-12-14,30,33,,0.33,9.9,8.4
2024-12-15,30,28,False,0.28,8.4,8.120000000000001
2024-12-16,29,28,,0.28,8.120000000000001,7.56
2024-12-17,27,28,,0.28,7.56,7.000000000000001
2024-12-18,25,28,,0.28,7.000000000000001,7.000000000000001
2024-12-19,25,28,,0.28,7.000000000000001,5.6000000000000005
2024-12-20,20,28,,0.28,5.6000000000000005,6.16
2024-12-21,22,28,,0.28,6.16,5.04
2024-12-22,21,24,False,0.24,5.04,5.279999999999999
2024-12-23,22,24,,0.24,5.279999999999999,4.56
2024-12-24,19,24,,0.24,4.56,3.84
2024-12-25,16,24,,0.24,3.84,6.24
2024-12-26,26,24,,0.24,6.24,5.76
2024-12-27,24,24,,0.24,5.76,4.56
2024-12-28,19,24,,0.24,4.56,4.83
2024-12-29,21,23,False,0.23,4.83,4.83
2024-12-30,21,23,,0.23,4.83,4.6000000000000005
2024-12-31,20,23,,0.23,4.6000000000000005,19.78
2025-01-01,86,23,,0.23,19.78,22.31
2025-01-02,97,23,,0.23,22.31,22.540000000000003
2025-01-03,98,23,,0.23,22.540000000000003,19.55
2025-01-04,85,23,,0.23,19.55,21.0
2025-01-05,100,21,False,0.21,21.0,20.16
2025-01-06,96,21,,0.21,20.16,17.849999999999998
2025-01-07,85,21,,0.21,17.849999999999998,17.22
2025-01-08,82,21,,0.21,17.22,17.64
2025-01-09,84,21,,0.21,17.64,17.64
2025-01-10,84,21,,0.21,17.64,18.48
2025-01-11,88,21,,0.21,18.48,18.2
2025-01-12,91,20,False,0.2,18.2,17.400000000000002
2025-01-13,87,20,,0.2,17.400000000000002,16.6
2025-01-14,83,20,,0.2,16.6,17.8
2025-01-15,89,20,,0.2,17.8,16.0
2025-01-16,80,20,,0.2,16.0,17.0
2025-01-17,85,20,,0.2,17.0,16.8
2025-01-18,84,20,,0.2,16.8,18.0
2025-01-19,90,20,False,0.2,18.0,19.6
2025-01-20,98,20,,0.2,19.6,18.2
2025-01-21,91,20,,0.2,18.2,15.4
2025-01-22,77,20,,0.2,15.4,17.0
2025-01-23,85,20,,0.2,17.0,15.4
2025-01-24,77,20,,0.2,15.4,14.8
2025-01-25,74,20,,0.2,14.8,17.1
2025-01-26,90,19,False,0.19,17.1,15.2
2025-01-27,80,19,,0.19,15.2,14.25
2025-01-28,75,19,,0.19,14.25,14.44
2025-01-29,76,19,,0.19,14.44,14.25
2025-01-30,75,19,,0.19,14.25,15.01
2025-01-31,79,19,,0.19,15.01,12.35
2025-02-01,65,19,,0.19,12.35,13.11
2025-02-02,69,19,False,0.19,13.11,12.73
2025-02-03,67,19,,0.19,12.73,12.92
2025-02-04,68,19,,0.19,12.92,12.73
2025-02-05,67,19,,0.19,12.73,14.25
2025-02-06,75,19,,0.19,14.25,13.49
2025-02-07,71,19,,0.19,13.49,12.35
2025-02-08,65,19,,0.19,12.35,14.4
2025-02-09,72,20,False,0.2,14.4,14.0
2025-02-10,70,20,,0.2,14.0,15.2
2025-02-11,76,20,,0.2,15.2,13.0
2025-02-12,65,20,,0.2,13.0,14.0
2025-02-13,70,20,,0.2,14.0,15.2
2025-02-14,76,20,,0.2,15.2,20.0
2025-02-15,100,20,,0.2,20.0,21.34
2025-02-16,97,22,False,0.22,21.34,20.02
2025-02-17,91,22,,0.22,20.02,19.8
2025-02-18,90,22,,0.22,19.8,17.16
2025-02-19,78,22,,0.22,17.16,15.84
2025-02-20,72,22,,0.22,15.84,15.84
2025-02-21,72,22,,0.22,15.84,16.06
2025-02-22,73,22,,0.22,16.06,18.2
2025-02-23,91,20,False,0.2,18.2,16.2
2025-02-24,81,20,,0.2,16.2,14.8
2025-02-25,74,20,,0.2,14.8,15.2
2025-02-26,76,20,,0.2,15.2,13.4
2025-02-27,67,20,,0.2,13.4,14.0
2025-02-28,70,20,,0.2,14.0,16.2
2025-03-01,81,20,,0.2,16.2,17.0
2025-03-02,85,20,False,0.2,17.0,14.4
2025-03-03,72,20,,0.2,14.4,13.8
2025-03-04,69,20,,0.2,13.8,15.0
2025-03-05,75,20,,0.2,15.0,14.4
2025-03-06,72,20,,0.2,14.4,14.6
2025-03-07,73,20,,0.2,14.6,16.2
2025-03-08,81,20,,0.2,16.2,18.2
2025-03-09,91,20,False,0.2,18.2,14.2
2025-03-10,71,20,,0.2,14.2,14.6
2025-03-11,73,20,,0.2,14.6,14.8
2025-03-12,74,20,,0.2,14.8,14.4
2025-03-13,72,20,,0.2,14.4,13.4
2025-03-14,67,20,,0.2,13.4,13.6
2025-03-15,68,20,,0.2,13.6,22.0
2025-03-16,100,22,False,0.22,22.0,17.16
2025-03-17,78,22,,0.22,17.16,18.48
2025-03-18,84,22,,0.22,18.48,18.04
2025-03-19,82,22,,0.22,18.04,17.16
2025-03-20,78,22,,0.22,17.16,16.06
2025-03-21,73,22,,0.22,16.06,15.18
2025-03-22,69,22,,0.22,15.18,16.6
2025-03-23,83,20,False,0.2,16.6,16.8
2025-03-24,84,20,,0.2,16.8,13.8
2025-03-25,69,20,,0.2,13.8,13.8
2025-03-26,69,20,,0.2,13.8,14.2
2025-03-27,71,20,,0.2,14.2,15.8
2025-03-28,79,20,,0.2,15.8,13.2
2025-03-29,66,20,,0.2,13.2,16.0
2025-03-30,80,20,False,0.2,16.0,14.8
2025-03-31,74,20,,0.2,14.8,18.0
2025-04-01,90,20,,0.2,18.0,17.6
2025-04-02,88,20,,0.2,17.6,17.0
2025-04-03,85,20,,0.2,17.0,17.2
2025-04-04,86,20,,0.2,17.2,16.6
2025-04-05,83,20,,0.2,16.6,19.11
2025-04-06,91,21,False,0.21,19.11,18.9
2025-04-07,90,21,,0.21,18.9,20.37
2025-04-08,97,21,,0.21,20.37,15.96
2025-04-09,76,21,,0.21,15.96,15.96
2025-04-10,76,21,,0.21,15.96,18.06
2025-04-11,86,21,,0.21,18.06,18.69
2025-04-12,89,21,,0.21,18.69,15.8
2025-04-13,79,20,False,0.2,15.8,
