Date,United Airlines_unscaled,United Airlines_monthly,isPartial,scale,United Airlines,UnitedAirlines_adjusted
2020-12-22,97,32,,0.32,31.04,29.76
2020-12-23,93,32,,0.32,29.76,24.0
2020-12-24,75,32,,0.32,24.0,19.84
2020-12-25,62,32,,0.32,19.84,25.28
2020-12-26,79,32,,0.32,25.28,23.7
2020-12-27,79,30,False,0.3,23.7,27.3
2020-12-28,91,30,,0.3,27.3,28.5
2020-12-29,95,30,,0.3,28.5,24.9
2020-12-30,83,30,,0.3,24.9,22.8
2020-12-31,76,30,,0.3,22.8,21.3
2021-01-01,71,30,,0.3,21.3,26.4
2021-01-02,88,30,,0.3,26.4,27.6
2021-01-03,92,30,False,0.3,27.6,28.2
2021-01-04,94,30,,0.3,28.2,29.1
2021-01-05,97,30,,0.3,29.1,25.5
2021-01-06,85,30,,0.3,25.5,27.3
2021-01-07,91,30,,0.3,27.3,26.1
2021-01-08,87,30,,0.3,26.1,21.9
2021-01-09,73,30,,0.3,21.9,23.78
2021-01-10,82,29,False,0.29,23.78,23.78
2021-01-11,82,29,,0.29,23.78,25.52
2021-01-12,88,29,,0.29,25.52,26.68
2021-01-13,92,29,,0.29,26.68,25.52
2021-01-14,88,29,,0.29,25.52,25.229999999999997
2021-01-15,87,29,,0.29,25.229999999999997,21.459999999999997
2021-01-16,74,29,,0.29,21.459999999999997,20.25
2021-01-17,75,27,False,0.27,20.25,21.87
2021-01-18,81,27,,0.27,21.87,22.950000000000003
2021-01-19,85,27,,0.27,22.950000000000003,21.6
2021-01-20,80,27,,0.27,21.6,24.3
2021-01-21,90,27,,0.27,24.3,22.950000000000003
2021-01-22,85,27,,0.27,22.950000000000003,19.98
2021-01-23,74,27,,0.27,19.98,24.49
2021-01-24,79,31,False,0.31,24.49,27.28
2021-01-25,88,31,,0.31,27.28,30.38
2021-01-26,98,31,,0.31,30.38,31.0
2021-01-27,100,31,,0.31,31.0,29.76
2021-01-28,96,31,,0.31,29.76,27.59
2021-01-29,89,31,,0.31,27.59,28.52
2021-01-30,92,31,,0.31,28.52,30.03
2021-01-31,91,33,False,0.33,30.03,15.84
2021-02-01,48,33,,0.33,15.84,16.830000000000002
2021-02-02,51,33,,0.33,16.830000000000002,16.830000000000002
2021-02-03,51,33,,0.33,16.830000000000002,16.17
2021-02-04,49,33,,0.33,16.17,15.18
2021-02-05,46,33,,0.33,15.18,13.86
2021-02-06,42,33,,0.33,13.86,14.19
2021-02-07,43,33,False,0.33,14.19,15.18
2021-02-08,46,33,,0.33,15.18,16.5
2021-02-09,50,33,,0.33,16.5,16.830000000000002
2021-02-10,51,33,,0.33,16.830000000000002,16.17
2021-02-11,49,33,,0.33,16.17,16.17
2021-02-12,49,33,,0.33,16.17,16.830000000000002
2021-02-13,51,33,,0.33,16.830000000000002,21.73
2021-02-14,53,41,False,0.41,21.73,25.42
2021-02-15,62,41,,0.41,25.42,25.83
2021-02-16,63,41,,0.41,25.83,24.19
2021-02-17,59,41,,0.41,24.19,25.01
2021-02-18,61,41,,0.41,25.01,22.549999999999997
2021-02-19,55,41,,0.41,22.549999999999997,29.52
2021-02-20,72,41,,0.41,29.52,47.0
2021-02-21,100,47,False,0.47,47.0,37.129999999999995
2021-02-22,79,47,,0.47,37.129999999999995,30.549999999999997
2021-02-23,65,47,,0.47,30.549999999999997,28.2
2021-02-24,60,47,,0.47,28.2,28.67
2021-02-25,61,47,,0.47,28.67,26.79
2021-02-26,57,47,,0.47,26.79,24.44
2021-02-27,52,47,,0.47,24.44,22.549999999999997
2021-02-28,55,41,False,0.41,22.549999999999997,34.03
2021-03-01,83,41,,0.41,34.03,34.03
2021-03-02,83,41,,0.41,34.03,35.26
2021-03-03,86,41,,0.41,35.26,36.08
2021-03-04,88,41,,0.41,36.08,33.62
2021-03-05,82,41,,0.41,33.62,33.62
2021-03-06,82,41,,0.41,33.62,37.8
2021-03-07,84,45,False,0.45,37.8,38.25
2021-03-08,85,45,,0.45,38.25,44.55
2021-03-09,99,45,,0.45,44.55,45.0
2021-03-10,100,45,,0.45,45.0,39.15
2021-03-11,87,45,,0.45,39.15,38.25
2021-03-12,85,45,,0.45,38.25,37.35
2021-03-13,83,45,,0.45,37.35,37.8
2021-03-14,90,42,False,0.42,37.8,38.64
2021-03-15,92,42,,0.42,38.64,37.8
2021-03-16,90,42,,0.42,37.8,38.64
2021-03-17,92,42,,0.42,38.64,37.379999999999995
2021-03-18,89,42,,0.42,37.379999999999995,36.12
2021-03-19,86,42,,0.42,36.12,32.339999999999996
2021-03-20,77,42,,0.42,32.339999999999996,33.21
2021-03-21,81,41,False,0.41,33.21,34.85
2021-03-22,85,41,,0.41,34.85,35.669999999999995
2021-03-23,87,41,,0.41,35.669999999999995,35.669999999999995
2021-03-24,87,41,,0.41,35.669999999999995,35.669999999999995
2021-03-25,87,41,,0.41,35.669999999999995,31.979999999999997
2021-03-26,78,41,,0.41,31.979999999999997,31.159999999999997
2021-03-27,76,41,,0.41,31.159999999999997,34.44
2021-03-28,82,42,False,0.42,34.44,33.6
2021-03-29,80,42,,0.42,33.6,34.86
2021-03-30,83,42,,0.42,34.86,36.12
2021-03-31,86,42,,0.42,36.12,35.28
2021-04-01,84,42,,0.42,35.28,33.6
2021-04-02,80,42,,0.42,33.6,28.14
2021-04-03,67,42,,0.42,28.14,27.3
2021-04-04,65,42,False,0.42,27.3,34.86
2021-04-05,83,42,,0.42,34.86,38.64
2021-04-06,92,42,,0.42,38.64,38.22
2021-04-07,91,42,,0.42,38.22,35.28
2021-04-08,84,42,,0.42,35.28,30.66
2021-04-09,73,42,,0.42,30.66,28.14
2021-04-10,67,42,,0.42,28.14,31.92
2021-04-11,76,42,False,0.42,31.92,42.0
2021-04-12,100,42,,0.42,42.0,31.08
2021-04-13,74,42,,0.42,31.08,31.08
2021-04-14,74,42,,0.42,31.08,31.5
2021-04-15,75,42,,0.42,31.5,30.24
2021-04-16,72,42,,0.42,30.24,27.72
2021-04-17,66,42,,0.42,27.72,30.24
2021-04-18,72,42,False,0.42,30.24,32.339999999999996
2021-04-19,77,42,,0.42,32.339999999999996,34.019999999999996
2021-04-20,81,42,,0.42,34.019999999999996,32.339999999999996
2021-04-21,77,42,,0.42,32.339999999999996,33.6
2021-04-22,80,42,,0.42,33.6,32.339999999999996
2021-04-23,77,42,,0.42,32.339999999999996,29.82
2021-04-24,71,42,,0.42,29.82,31.08
2021-04-25,74,42,False,0.42,31.08,32.339999999999996
2021-04-26,77,42,,0.42,32.339999999999996,33.18
2021-04-27,79,42,,0.42,33.18,34.019999999999996
2021-04-28,81,42,,0.42,34.019999999999996,35.28
2021-04-29,84,42,,0.42,35.28,30.24
2021-04-30,72,42,,0.42,30.24,25.619999999999997
2021-05-01,61,42,,0.42,25.619999999999997,25.200000000000003
2021-05-02,63,40,False,0.4,25.200000000000003,25.6
2021-05-03,64,40,,0.4,25.6,27.200000000000003
2021-05-04,68,40,,0.4,27.200000000000003,27.200000000000003
2021-05-05,68,40,,0.4,27.200000000000003,26.0
2021-05-06,65,40,,0.4,26.0,25.200000000000003
2021-05-07,63,40,,0.4,25.200000000000003,23.200000000000003
2021-05-08,58,40,,0.4,23.200000000000003,24.64
2021-05-09,56,44,False,0.44,24.64,29.92
2021-05-10,68,44,,0.44,29.92,33.0
2021-05-11,75,44,,0.44,33.0,29.92
2021-05-12,68,44,,0.44,29.92,31.24
2021-05-13,71,44,,0.44,31.24,30.36
2021-05-14,69,44,,0.44,30.36,26.84
2021-05-15,61,44,,0.44,26.84,28.8
2021-05-16,64,45,False,0.45,28.8,33.75
2021-05-17,75,45,,0.45,33.75,32.85
2021-05-18,73,45,,0.45,32.85,32.85
2021-05-19,73,45,,0.45,32.85,32.85
2021-05-20,73,45,,0.45,32.85,31.05
2021-05-21,69,45,,0.45,31.05,28.8
2021-05-22,64,45,,0.45,28.8,36.85
2021-05-23,67,55,False,0.55,36.85,48.95
2021-05-24,89,55,,0.55,48.95,55.00000000000001
2021-05-25,100,55,,0.55,55.00000000000001,46.75000000000001
2021-05-26,85,55,,0.55,46.75000000000001,46.2
2021-05-27,84,55,,0.55,46.2,40.7
2021-05-28,74,55,,0.55,40.7,40.150000000000006
2021-05-29,73,55,,0.55,40.150000000000006,35.64
2021-05-30,66,54,False,0.54,35.64,41.580000000000005
2021-05-31,77,54,,0.54,41.580000000000005,41.580000000000005
2021-06-01,77,54,,0.54,41.580000000000005,45.36
2021-06-02,84,54,,0.54,45.36,48.6
2021-06-03,90,54,,0.54,48.6,46.440000000000005
2021-06-04,86,54,,0.54,46.440000000000005,38.34
2021-06-05,71,54,,0.54,38.34,41.870000000000005
2021-06-06,79,53,False,0.53,41.870000000000005,40.81
2021-06-07,77,53,,0.53,40.81,44.52
2021-06-08,84,53,,0.53,44.52,43.46
2021-06-09,82,53,,0.53,43.46,41.870000000000005
2021-06-10,79,53,,0.53,41.870000000000005,41.870000000000005
2021-06-11,79,53,,0.53,41.870000000000005,37.63
2021-06-12,71,53,,0.53,37.63,42.120000000000005
2021-06-13,78,54,False,0.54,42.120000000000005,42.120000000000005
2021-06-14,78,54,,0.54,42.120000000000005,46.440000000000005
2021-06-15,86,54,,0.54,46.440000000000005,44.82
2021-06-16,83,54,,0.54,44.82,45.900000000000006
2021-06-17,85,54,,0.54,45.900000000000006,43.2
2021-06-18,80,54,,0.54,43.2,38.88
2021-06-19,72,54,,0.54,38.88,41.76
2021-06-20,72,58,False,0.58,41.76,57.99999999999999
2021-06-21,100,58,,0.58,57.99999999999999,51.62
2021-06-22,89,58,,0.58,51.62,48.13999999999999
2021-06-23,83,58,,0.58,48.13999999999999,45.239999999999995
2021-06-24,78,58,,0.58,45.239999999999995,47.559999999999995
2021-06-25,82,58,,0.58,47.559999999999995,47.559999999999995
2021-06-26,82,58,,0.58,47.559999999999995,47.2
2021-06-27,80,59,False,0.59,47.2,53.69
2021-06-28,91,59,,0.59,53.69,57.23
2021-06-29,97,59,,0.59,57.23,51.33
2021-06-30,87,59,,0.59,51.33,49.559999999999995
2021-07-01,84,59,,0.59,49.559999999999995,51.33
2021-07-02,87,59,,0.59,51.33,49.559999999999995
2021-07-03,84,59,,0.59,49.559999999999995,49.6
2021-07-04,80,62,False,0.62,49.6,50.84
2021-07-05,82,62,,0.62,50.84,55.8
2021-07-06,90,62,,0.62,55.8,57.04
2021-07-07,92,62,,0.62,57.04,55.18
2021-07-08,89,62,,0.62,55.18,62.0
2021-07-09,100,62,,0.62,62.0,50.84
2021-07-10,82,62,,0.62,50.84,49.559999999999995
2021-07-11,84,59,False,0.59,49.559999999999995,54.87
2021-07-12,93,59,,0.59,54.87,57.82
2021-07-13,98,59,,0.59,57.82,55.459999999999994
2021-07-14,94,59,,0.59,55.459999999999994,51.33
2021-07-15,87,59,,0.59,51.33,47.2
2021-07-16,80,59,,0.59,47.2,46.61
2021-07-17,79,59,,0.59,46.61,47.6
2021-07-18,85,56,False,0.56,47.6,47.6
2021-07-19,85,56,,0.56,47.6,49.84
2021-07-20,89,56,,0.56,49.84,45.92
2021-07-21,82,56,,0.56,45.92,52.080000000000005
2021-07-22,93,56,,0.56,52.080000000000005,45.36000000000001
2021-07-23,81,56,,0.56,45.36000000000001,42.56
2021-07-24,76,56,,0.56,42.56,35.5
2021-07-25,71,50,False,0.5,35.5,42.0
2021-07-26,84,50,,0.5,42.0,42.0
2021-07-27,84,50,,0.5,42.0,39.0
2021-07-28,78,50,,0.5,39.0,39.5
2021-07-29,79,50,,0.5,39.5,34.5
2021-07-30,69,50,,0.5,34.5,33.5
2021-07-31,67,50,,0.5,33.5,38.88
2021-08-01,72,54,False,0.54,38.88,54.0
2021-08-02,100,54,,0.54,54.0,52.38
2021-08-03,97,54,,0.54,52.38,43.2
2021-08-04,80,54,,0.54,43.2,46.98
2021-08-05,87,54,,0.54,46.98,46.98
2021-08-06,87,54,,0.54,46.98,42.66
2021-08-07,79,54,,0.54,42.66,42.400000000000006
2021-08-08,80,53,False,0.53,42.400000000000006,47.17
2021-08-09,89,53,,0.53,47.17,42.400000000000006
2021-08-10,80,53,,0.53,42.400000000000006,42.93
2021-08-11,81,53,,0.53,42.93,45.05
2021-08-12,85,53,,0.53,45.05,38.690000000000005
2021-08-13,73,53,,0.53,38.690000000000005,38.690000000000005
2021-08-14,73,53,,0.53,38.690000000000005,32.660000000000004
2021-08-15,71,46,False,0.46,32.660000000000004,36.34
2021-08-16,79,46,,0.46,36.34,37.72
2021-08-17,82,46,,0.46,37.72,39.56
2021-08-18,86,46,,0.46,39.56,37.72
2021-08-19,82,46,,0.46,37.72,36.8
2021-08-20,80,46,,0.46,36.8,32.2
2021-08-21,70,46,,0.46,32.2,38.71
2021-08-22,79,49,False,0.49,38.71,38.22
2021-08-23,78,49,,0.49,38.22,40.18
2021-08-24,82,49,,0.49,40.18,37.24
2021-08-25,76,49,,0.49,37.24,38.22
2021-08-26,78,49,,0.49,38.22,36.26
2021-08-27,74,49,,0.49,36.26,31.36
2021-08-28,64,49,,0.49,31.36,30.360000000000003
2021-08-29,66,46,False,0.46,30.360000000000003,34.5
2021-08-30,75,46,,0.46,34.5,35.88
2021-08-31,78,46,,0.46,35.88,39.1
2021-09-01,85,46,,0.46,39.1,46.0
2021-09-02,100,46,,0.46,46.0,39.56
2021-09-03,86,46,,0.46,39.56,31.74
2021-09-04,69,46,,0.46,31.74,33.37
2021-09-05,71,47,False,0.47,33.37,43.71
2021-09-06,93,47,,0.47,43.71,42.77
2021-09-07,91,47,,0.47,42.77,39.95
2021-09-08,85,47,,0.47,39.95,42.77
2021-09-09,91,47,,0.47,42.77,40.89
2021-09-10,87,47,,0.47,40.89,39.48
2021-09-11,84,47,,0.47,39.48,38.879999999999995
2021-09-12,81,48,False,0.48,38.879999999999995,46.08
2021-09-13,96,48,,0.48,46.08,44.16
2021-09-14,92,48,,0.48,44.16,42.72
2021-09-15,89,48,,0.48,42.72,42.239999999999995
2021-09-16,88,48,,0.48,42.239999999999995,46.08
2021-09-17,96,48,,0.48,46.08,39.84
2021-09-18,83,48,,0.48,39.84,42.77
2021-09-19,91,47,False,0.47,42.77,42.77
2021-09-20,91,47,,0.47,42.77,42.77
2021-09-21,91,47,,0.47,42.77,41.83
2021-09-22,89,47,,0.47,41.83,41.83
2021-09-23,89,47,,0.47,41.83,40.419999999999995
2021-09-24,86,47,,0.47,40.419999999999995,34.78
2021-09-25,74,47,,0.47,34.78,38.22
2021-09-26,78,49,False,0.49,38.22,42.14
2021-09-27,86,49,,0.49,42.14,43.61
2021-09-28,89,49,,0.49,43.61,49.0
2021-09-29,100,49,,0.49,49.0,47.04
2021-09-30,96,49,,0.49,47.04,33.81
2021-10-01,69,49,,0.49,33.81,28.42
2021-10-02,58,49,,0.49,28.42,31.0
2021-10-03,62,50,False,0.5,31.0,37.5
2021-10-04,75,50,,0.5,37.5,35.0
2021-10-05,70,50,,0.5,35.0,35.0
2021-10-06,70,50,,0.5,35.0,34.5
2021-10-07,69,50,,0.5,34.5,34.5
2021-10-08,69,50,,0.5,34.5,35.0
2021-10-09,70,50,,0.5,35.0,41.8
2021-10-10,76,55,False,0.55,41.8,43.45
2021-10-11,79,55,,0.55,43.45,45.1
2021-10-12,82,55,,0.55,45.1,44.55
2021-10-13,81,55,,0.55,44.55,42.35
2021-10-14,77,55,,0.55,42.35,39.05
2021-10-15,71,55,,0.55,39.05,35.75
2021-10-16,65,55,,0.55,35.75,35.88
2021-10-17,69,52,False,0.52,35.88,37.96
2021-10-18,73,52,,0.52,37.96,39.52
2021-10-19,76,52,,0.52,39.52,38.48
2021-10-20,74,52,,0.52,38.48,38.48
2021-10-21,74,52,,0.52,38.48,36.4
2021-10-22,70,52,,0.52,36.4,32.76
2021-10-23,63,52,,0.52,32.76,35.1
2021-10-24,65,54,False,0.54,35.1,54.0
2021-10-25,100,54,,0.54,54.0,42.120000000000005
2021-10-26,78,54,,0.54,42.120000000000005,38.34
2021-10-27,71,54,,0.54,38.34,39.42
2021-10-28,73,54,,0.54,39.42,36.72
2021-10-29,68,54,,0.54,36.72,33.480000000000004
2021-10-30,62,54,,0.54,33.480000000000004,36.0
2021-10-31,72,50,False,0.5,36.0,44.5
2021-11-01,89,50,,0.5,44.5,43.0
2021-11-02,86,50,,0.5,43.0,46.0
2021-11-03,92,50,,0.5,46.0,45.5
2021-11-04,91,50,,0.5,45.5,42.0
2021-11-05,84,50,,0.5,42.0,38.0
2021-11-06,76,50,,0.5,38.0,39.36
2021-11-07,82,48,False,0.48,39.36,48.0
2021-11-08,100,48,,0.48,48.0,46.559999999999995
2021-11-09,97,48,,0.48,46.559999999999995,42.239999999999995
2021-11-10,88,48,,0.48,42.239999999999995,43.68
2021-11-11,91,48,,0.48,43.68,43.2
2021-11-12,90,48,,0.48,43.2,36.96
2021-11-13,77,48,,0.48,36.96,38.71
2021-11-14,79,49,False,0.49,38.71,42.63
2021-11-15,87,49,,0.49,42.63,44.1
2021-11-16,90,49,,0.49,44.1,42.63
2021-11-17,87,49,,0.49,42.63,43.61
2021-11-18,89,49,,0.49,43.61,39.69
2021-11-19,81,49,,0.49,39.69,37.73
2021-11-20,77,49,,0.49,37.73,36.0
2021-11-21,80,45,False,0.45,36.0,39.15
2021-11-22,87,45,,0.45,39.15,38.25
2021-11-23,85,45,,0.45,38.25,36.45
2021-11-24,81,45,,0.45,36.45,29.7
2021-11-25,66,45,,0.45,29.7,33.75
2021-11-26,75,45,,0.45,33.75,34.2
2021-11-27,76,45,,0.45,34.2,42.72
2021-11-28,89,48,False,0.48,42.72,42.239999999999995
2021-11-29,88,48,,0.48,42.239999999999995,42.239999999999995
2021-11-30,88,48,,0.48,42.239999999999995,24.96
2021-12-01,52,48,,0.48,24.96,26.88
2021-12-02,56,48,,0.48,26.88,25.44
2021-12-03,53,48,,0.48,25.44,22.56
2021-12-04,47,48,,0.48,22.56,21.15
2021-12-05,47,45,False,0.45,21.15,22.95
2021-12-06,51,45,,0.45,22.95,24.3
2021-12-07,54,45,,0.45,24.3,24.3
2021-12-08,54,45,,0.45,24.3,22.95
2021-12-09,51,45,,0.45,22.95,22.05
2021-12-10,49,45,,0.45,22.05,21.15
2021-12-11,47,45,,0.45,21.15,23.97
2021-12-12,47,51,False,0.51,23.97,28.05
2021-12-13,55,51,,0.51,28.05,27.54
2021-12-14,54,51,,0.51,27.54,28.56
2021-12-15,56,51,,0.51,28.56,29.58
2021-12-16,58,51,,0.51,29.58,29.07
2021-12-17,57,51,,0.51,29.07,27.03
2021-12-18,53,51,,0.51,27.03,31.35
2021-12-19,55,57,False,0.57,31.35,33.629999999999995
2021-12-20,59,57,,0.57,33.629999999999995,31.92
2021-12-21,56,57,,0.57,31.92,31.92
2021-12-22,56,57,,0.57,31.92,29.069999999999997
2021-12-23,51,57,,0.57,29.069999999999997,56.99999999999999
2021-12-24,100,57,,0.57,56.99999999999999,39.33
2021-12-25,69,57,,0.57,39.33,38.43
2021-12-26,61,63,False,0.63,38.43,49.14
2021-12-27,78,63,,0.63,49.14,44.1
2021-12-28,70,63,,0.63,44.1,39.06
2021-12-29,62,63,,0.63,39.06,36.54
2021-12-30,58,63,,0.63,36.54,34.02
2021-12-31,54,63,,0.63,34.02,39.06
2022-01-01,62,63,,0.63,39.06,47.52
2022-01-02,72,66,False,0.66,47.52,52.8
2022-01-03,80,66,,0.66,52.8,66.0
2022-01-04,100,66,,0.66,66.0,54.78
2022-01-05,83,66,,0.66,54.78,42.9
2022-01-06,65,66,,0.66,42.9,46.86
2022-01-07,71,66,,0.66,46.86,42.9
2022-01-08,65,66,,0.66,42.9,36.96
2022-01-09,66,56,False,0.56,36.96,36.400000000000006
2022-01-10,65,56,,0.56,36.400000000000006,37.52
2022-01-11,67,56,,0.56,37.52,42.00000000000001
2022-01-12,75,56,,0.56,42.00000000000001,43.120000000000005
2022-01-13,77,56,,0.56,43.120000000000005,30.800000000000004
2022-01-14,55,56,,0.56,30.800000000000004,36.96
2022-01-15,66,56,,0.56,36.96,26.5
2022-01-16,53,50,False,0.5,26.5,30.5
2022-01-17,61,50,,0.5,30.5,31.0
