Date,United Airlines_unscaled,United Airlines_monthly,isPartial,scale,United Airlines,UnitedAirlines_adjusted
2024-03-13,79,68,,0.68,53.720000000000006,52.36000000000001
2024-03-14,77,68,,0.68,52.36000000000001,48.28
2024-03-15,71,68,,0.68,48.28,53.720000000000006
2024-03-16,79,68,,0.68,53.720000000000006,54.02
2024-03-17,74,73,False,0.73,54.02,64.24
2024-03-18,88,73,,0.73,64.24,73.0
2024-03-19,100,73,,0.73,73.0,61.32
2024-03-20,84,73,,0.73,61.32,54.02
2024-03-21,74,73,,0.73,54.02,50.37
2024-03-22,69,73,,0.73,50.37,48.91
2024-03-23,67,73,,0.73,48.91,49.14
2024-03-24,78,63,False,0.63,49.14,57.96
2024-03-25,92,63,,0.63,57.96,46.62
2024-03-26,74,63,,0.63,46.62,47.88
2024-03-27,76,63,,0.63,47.88,43.47
2024-03-28,69,63,,0.63,43.47,39.06
2024-03-29,62,63,,0.63,39.06,49.77
2024-03-30,79,63,,0.63,49.77,58.9
2024-03-31,95,62,False,0.62,58.9,62.0
2024-04-01,100,62,,0.62,62.0,48.98
2024-04-02,79,62,,0.62,48.98,52.7
2024-04-03,85,62,,0.62,52.7,48.98
2024-04-04,79,62,,0.62,48.98,48.98
2024-04-05,79,62,,0.62,48.98,45.88
2024-04-06,74,62,,0.62,45.88,40.7
2024-04-07,74,55,False,0.55,40.7,44.0
2024-04-08,80,55,,0.55,44.0,44.55
2024-04-09,81,55,,0.55,44.55,46.75000000000001
2024-04-10,85,55,,0.55,46.75000000000001,41.8
2024-04-11,76,55,,0.55,41.8,44.55
2024-04-12,81,55,,0.55,44.55,38.5
2024-04-13,70,55,,0.55,38.5,47.559999999999995
2024-04-14,82,58,False,0.58,47.559999999999995,45.82
2024-04-15,79,58,,0.58,45.82,46.98
2024-04-16,81,58,,0.58,46.98,50.459999999999994
2024-04-17,87,58,,0.58,50.459999999999994,48.72
2024-04-18,84,58,,0.58,48.72,42.919999999999995
2024-04-19,74,58,,0.58,42.919999999999995,44.66
2024-04-20,77,58,,0.58,44.66,51.03
2024-04-21,81,63,False,0.63,51.03,63.0
2024-04-22,100,63,,0.63,63.0,56.07
2024-04-23,89,63,,0.63,56.07,52.29
2024-04-24,83,63,,0.63,52.29,48.51
2024-04-25,77,63,,0.63,48.51,46.62
2024-04-26,74,63,,0.63,46.62,45.36
2024-04-27,72,63,,0.63,45.36,39.6
2024-04-28,72,55,False,0.55,39.6,40.150000000000006
2024-04-29,73,55,,0.55,40.150000000000006,45.1
2024-04-30,82,55,,0.55,45.1,42.35
2024-05-01,77,55,,0.55,42.35,40.150000000000006
2024-05-02,73,55,,0.55,40.150000000000006,41.25
2024-05-03,75,55,,0.55,41.25,36.85
2024-05-04,67,55,,0.55,36.85,45.36
2024-05-05,72,63,False,0.63,45.36,52.29
2024-05-06,83,63,,0.63,52.29,47.25
2024-05-07,75,63,,0.63,47.25,47.25
2024-05-08,75,63,,0.63,47.25,49.14
2024-05-09,78,63,,0.63,49.14,52.92
2024-05-10,84,63,,0.63,52.92,52.92
2024-05-11,84,63,,0.63,52.92,44.73
2024-05-12,71,63,False,0.63,44.73,51.03
2024-05-13,81,63,,0.63,51.03,51.66
2024-05-14,82,63,,0.63,51.66,54.81
2024-05-15,87,63,,0.63,54.81,51.03
2024-05-16,81,63,,0.63,51.03,48.51
2024-05-17,77,63,,0.63,48.51,44.73
2024-05-18,71,63,,0.63,44.73,48.64
2024-05-19,76,64,False,0.64,48.64,51.84
2024-05-20,81,64,,0.64,51.84,53.120000000000005
2024-05-21,83,64,,0.64,53.120000000000005,49.28
2024-05-22,77,64,,0.64,49.28,51.2
2024-05-23,80,64,,0.64,51.2,51.2
2024-05-24,80,64,,0.64,51.2,46.08
2024-05-25,72,64,,0.64,46.08,47.52
2024-05-26,72,66,False,0.66,47.52,54.120000000000005
2024-05-27,82,66,,0.66,54.120000000000005,62.040000000000006
2024-05-28,94,66,,0.66,62.040000000000006,66.0
2024-05-29,100,66,,0.66,66.0,55.440000000000005
2024-05-30,84,66,,0.66,55.440000000000005,49.5
2024-05-31,75,66,,0.66,49.5,40.260000000000005
2024-06-01,61,66,,0.66,40.260000000000005,46.36
2024-06-02,61,76,False,0.76,46.36,59.28
2024-06-03,78,76,,0.76,59.28,75.24
2024-06-04,99,76,,0.76,75.24,76.0
2024-06-05,100,76,,0.76,76.0,53.2
2024-06-06,70,76,,0.76,53.2,44.84
2024-06-07,59,76,,0.76,44.84,41.8
2024-06-08,55,76,,0.76,41.8,39.6
2024-06-09,60,66,False,0.66,39.6,40.260000000000005
2024-06-10,61,66,,0.66,40.260000000000005,41.580000000000005
2024-06-11,63,66,,0.66,41.580000000000005,44.88
2024-06-12,68,66,,0.66,44.88,42.24
2024-06-13,64,66,,0.66,42.24,40.92
2024-06-14,62,66,,0.66,40.92,38.940000000000005
2024-06-15,59,66,,0.66,38.940000000000005,34.8
2024-06-16,58,60,False,0.6,34.8,40.8
2024-06-17,68,60,,0.6,40.8,39.0
2024-06-18,65,60,,0.6,39.0,39.6
2024-06-19,66,60,,0.6,39.6,38.4
2024-06-20,64,60,,0.6,38.4,36.0
2024-06-21,60,60,,0.6,36.0,37.8
2024-06-22,63,60,,0.6,37.8,44.22
2024-06-23,67,66,False,0.66,44.22,40.92
2024-06-24,62,66,,0.66,40.92,42.9
2024-06-25,65,66,,0.66,42.9,41.580000000000005
2024-06-26,63,66,,0.66,41.580000000000005,40.92
2024-06-27,62,66,,0.66,40.92,41.580000000000005
2024-06-28,63,66,,0.66,41.580000000000005,43.56
2024-06-29,66,66,,0.66,43.56,39.06
2024-06-30,63,62,False,0.62,39.06,31.62
2024-07-01,51,62,,0.62,31.62,31.0
2024-07-02,50,62,,0.62,31.0,29.14
2024-07-03,47,62,,0.62,29.14,26.04
2024-07-04,42,62,,0.62,26.04,26.04
2024-07-05,42,62,,0.62,26.04,26.66
2024-07-06,43,62,,0.62,26.66,35.0
2024-07-07,50,70,False,0.7,35.0,37.8
2024-07-08,54,70,,0.7,37.8,39.9
2024-07-09,57,70,,0.7,39.9,43.4
2024-07-10,62,70,,0.7,43.4,35.699999999999996
2024-07-11,51,70,,0.7,35.699999999999996,35.0
2024-07-12,50,70,,0.7,35.0,30.799999999999997
2024-07-13,44,70,,0.7,30.799999999999997,33.54
2024-07-14,43,78,False,0.78,33.54,37.44
2024-07-15,48,78,,0.78,37.44,40.56
2024-07-16,52,78,,0.78,40.56,47.58
2024-07-17,61,78,,0.78,47.58,42.120000000000005
2024-07-18,54,78,,0.78,42.120000000000005,78.0
2024-07-19,100,78,,0.78,78.0,48.36
2024-07-20,62,78,,0.78,48.36,34.980000000000004
2024-07-21,53,66,False,0.66,34.980000000000004,37.620000000000005
2024-07-22,57,66,,0.66,37.620000000000005,36.96
2024-07-23,56,66,,0.66,36.96,32.34
2024-07-24,49,66,,0.66,32.34,31.020000000000003
2024-07-25,47,66,,0.66,31.020000000000003,29.040000000000003
2024-07-26,44,66,,0.66,29.040000000000003,24.42
2024-07-27,37,66,,0.66,24.42,26.24
2024-07-28,41,64,False,0.64,26.24,32.0
2024-07-29,50,64,,0.64,32.0,31.36
2024-07-30,49,64,,0.64,31.36,28.8
2024-07-31,45,64,,0.64,28.8,50.56
2024-08-01,79,64,,0.64,50.56,56.96
2024-08-02,89,64,,0.64,56.96,56.96
2024-08-03,89,64,,0.64,56.96,63.0
2024-08-04,100,63,False,0.63,63.0,52.92
2024-08-05,84,63,,0.63,52.92,52.92
2024-08-06,84,63,,0.63,52.92,53.55
2024-08-07,85,63,,0.63,53.55,47.88
2024-08-08,76,63,,0.63,47.88,48.51
2024-08-09,77,63,,0.63,48.51,40.95
2024-08-10,65,63,,0.63,40.95,38.64
2024-08-11,69,56,False,0.56,38.64,44.24
2024-08-12,79,56,,0.56,44.24,43.68000000000001
2024-08-13,78,56,,0.56,43.68000000000001,45.92
2024-08-14,82,56,,0.56,45.92,40.88
2024-08-15,73,56,,0.56,40.88,41.440000000000005
2024-08-16,74,56,,0.56,41.440000000000005,39.760000000000005
2024-08-17,71,56,,0.56,39.760000000000005,49.6
2024-08-18,80,62,False,0.62,49.6,52.08
2024-08-19,84,62,,0.62,52.08,52.7
2024-08-20,85,62,,0.62,52.7,48.36
2024-08-21,78,62,,0.62,48.36,47.12
2024-08-22,76,62,,0.62,47.12,44.02
2024-08-23,71,62,,0.62,44.02,40.92
2024-08-24,66,62,,0.62,40.92,45.0
2024-08-25,75,60,False,0.6,45.0,45.6
2024-08-26,76,60,,0.6,45.6,48.0
2024-08-27,80,60,,0.6,48.0,48.0
2024-08-28,80,60,,0.6,48.0,46.2
2024-08-29,77,60,,0.6,46.2,48.0
2024-08-30,80,60,,0.6,48.0,40.2
2024-08-31,67,60,,0.6,40.2,47.32
2024-09-01,91,52,False,0.52,47.32,48.88
2024-09-02,94,52,,0.52,48.88,48.36
2024-09-03,93,52,,0.52,48.36,50.440000000000005
2024-09-04,97,52,,0.52,50.440000000000005,49.92
2024-09-05,96,52,,0.52,49.92,45.760000000000005
2024-09-06,88,52,,0.52,45.760000000000005,42.120000000000005
2024-09-07,81,52,,0.52,42.120000000000005,47.7
2024-09-08,90,53,False,0.53,47.7,50.35
2024-09-09,95,53,,0.53,50.35,48.760000000000005
2024-09-10,92,53,,0.53,48.760000000000005,46.11
2024-09-11,87,53,,0.53,46.11,46.64
2024-09-12,88,53,,0.53,46.64,46.64
2024-09-13,88,53,,0.53,46.64,45.05
2024-09-14,85,53,,0.53,45.05,42.400000000000006
2024-09-15,80,53,False,0.53,42.400000000000006,47.7
2024-09-16,90,53,,0.53,47.7,51.41
2024-09-17,97,53,,0.53,51.41,51.41
2024-09-18,97,53,,0.53,51.41,49.29
2024-09-19,93,53,,0.53,49.29,48.23
2024-09-20,91,53,,0.53,48.23,42.93
2024-09-21,81,53,,0.53,42.93,44.52
2024-09-22,84,53,False,0.53,44.52,51.41
2024-09-23,97,53,,0.53,51.41,53.0
2024-09-24,100,53,,0.53,53.0,51.41
2024-09-25,97,53,,0.53,51.41,51.41
2024-09-26,97,53,,0.53,51.41,49.82
2024-09-27,94,53,,0.53,49.82,42.93
2024-09-28,81,53,,0.53,42.93,43.0
2024-09-29,86,50,False,0.5,43.0,42.0
2024-09-30,84,50,,0.5,42.0,44.0
2024-10-01,88,50,,0.5,44.0,46.5
2024-10-02,93,50,,0.5,46.5,44.5
2024-10-03,89,50,,0.5,44.5,45.0
2024-10-04,90,50,,0.5,45.0,42.0
2024-10-05,84,50,,0.5,42.0,47.52
2024-10-06,99,48,False,0.48,47.52,47.52
2024-10-07,99,48,,0.48,47.52,43.68
2024-10-08,91,48,,0.48,43.68,42.239999999999995
2024-10-09,88,48,,0.48,42.239999999999995,41.76
2024-10-10,87,48,,0.48,41.76,45.12
2024-10-11,94,48,,0.48,45.12,44.16
2024-10-12,92,48,,0.48,44.16,42.0
2024-10-13,84,50,False,0.5,42.0,48.5
2024-10-14,97,50,,0.5,48.5,46.5
2024-10-15,93,50,,0.5,46.5,49.5
2024-10-16,99,50,,0.5,49.5,48.0
2024-10-17,96,50,,0.5,48.0,47.5
2024-10-18,95,50,,0.5,47.5,42.5
2024-10-19,85,50,,0.5,42.5,38.4
2024-10-20,80,48,False,0.48,38.4,48.0
2024-10-21,100,48,,0.48,48.0,45.12
2024-10-22,94,48,,0.48,45.12,44.16
2024-10-23,92,48,,0.48,44.16,43.2
2024-10-24,90,48,,0.48,43.2,43.68
2024-10-25,91,48,,0.48,43.68,36.0
2024-10-26,75,48,,0.48,36.0,38.18
2024-10-27,83,46,False,0.46,38.18,41.86
2024-10-28,91,46,,0.46,41.86,44.620000000000005
2024-10-29,97,46,,0.46,44.620000000000005,44.620000000000005
2024-10-30,97,46,,0.46,44.620000000000005,41.4
2024-10-31,90,46,,0.46,41.4,37.72
2024-11-01,82,46,,0.46,37.72,35.42
2024-11-02,77,46,,0.46,35.42,38.25
2024-11-03,85,45,False,0.45,38.25,39.15
2024-11-04,87,45,,0.45,39.15,39.15
2024-11-05,87,45,,0.45,39.15,27.9
2024-11-06,62,45,,0.45,27.9,38.7
2024-11-07,86,45,,0.45,38.7,40.5
2024-11-08,90,45,,0.45,40.5,37.8
2024-11-09,84,45,,0.45,37.8,37.92
2024-11-10,79,48,False,0.48,37.92,48.0
2024-11-11,100,48,,0.48,48.0,41.76
2024-11-12,87,48,,0.48,41.76,40.8
2024-11-13,85,48,,0.48,40.8,40.32
2024-11-14,84,48,,0.48,40.32,41.28
2024-11-15,86,48,,0.48,41.28,36.0
2024-11-16,75,48,,0.48,36.0,46.5
2024-11-17,93,50,False,0.5,46.5,44.0
2024-11-18,88,50,,0.5,44.0,43.5
2024-11-19,87,50,,0.5,43.5,43.5
2024-11-20,87,50,,0.5,43.5,45.0
2024-11-21,90,50,,0.5,45.0,45.0
2024-11-22,90,50,,0.5,45.0,45.0
2024-11-23,90,50,,0.5,45.0,40.8
2024-11-24,85,48,False,0.48,40.8,44.16
2024-11-25,92,48,,0.48,44.16,45.12
2024-11-26,94,48,,0.48,45.12,42.239999999999995
2024-11-27,88,48,,0.48,42.239999999999995,33.6
2024-11-28,70,48,,0.48,33.6,40.32
2024-11-29,84,48,,0.48,40.32,41.76
2024-11-30,87,48,,0.48,41.76,43.120000000000005
2024-12-01,77,56,False,0.56,43.120000000000005,45.92
2024-12-02,82,56,,0.56,45.92,56.00000000000001
2024-12-03,100,56,,0.56,56.00000000000001,45.92
2024-12-04,82,56,,0.56,45.92,40.32000000000001
2024-12-05,72,56,,0.56,40.32000000000001,36.96
2024-12-06,66,56,,0.56,36.96,36.96
2024-12-07,66,56,,0.56,36.96,31.28
2024-12-08,68,46,False,0.46,31.28,34.04
2024-12-09,74,46,,0.46,34.04,32.660000000000004
2024-12-10,71,46,,0.46,32.660000000000004,32.660000000000004
2024-12-11,71,46,,0.46,32.660000000000004,33.58
2024-12-12,73,46,,0.46,33.58,31.74
2024-12-13,69,46,,0.46,31.74,33.120000000000005
2024-12-14,72,46,,0.46,33.120000000000005,36.4
2024-12-15,70,52,False,0.52,36.4,40.04
2024-12-16,77,52,,0.52,40.04,39.52
2024-12-17,76,52,,0.52,39.52,39.0
2024-12-18,75,52,,0.52,39.0,40.04
2024-12-19,77,52,,0.52,40.04,41.6
2024-12-20,80,52,,0.52,41.6,39.0
2024-12-21,75,52,,0.52,39.0,39.22
2024-12-22,74,53,False,0.53,39.22,40.81
2024-12-23,77,53,,0.53,40.81,39.75
2024-12-24,75,53,,0.53,39.75,36.04
2024-12-25,68,53,,0.53,36.04,51.41
2024-12-26,97,53,,0.53,51.41,44.52
2024-12-27,84,53,,0.53,44.52,41.34
2024-12-28,78,53,,0.53,41.34,49.84
2024-12-29,89,56,False,0.56,49.84,47.040000000000006
2024-12-30,84,56,,0.56,47.040000000000006,44.24
2024-12-31,79,56,,0.56,44.24,40.88
2025-01-01,73,56,,0.56,40.88,45.92
2025-01-02,82,56,,0.56,45.92,47.6
2025-01-03,85,56,,0.56,47.6,44.24
2025-01-04,79,56,,0.56,44.24,54.27
2025-01-05,81,67,False,0.67,54.27,60.970000000000006
2025-01-06,91,67,,0.67,60.970000000000006,59.63
2025-01-07,89,67,,0.67,59.63,52.93
2025-01-08,79,67,,0.67,52.93,52.93
2025-01-09,79,67,,0.67,52.93,55.61000000000001
2025-01-10,83,67,,0.67,55.61000000000001,54.940000000000005
2025-01-11,82,67,,0.67,54.940000000000005,43.120000000000005
2025-01-12,77,56,False,0.56,43.120000000000005,44.8
2025-01-13,80,56,,0.56,44.8,43.68000000000001
2025-01-14,78,56,,0.56,43.68000000000001,45.36000000000001
2025-01-15,81,56,,0.56,45.36000000000001,44.8
2025-01-16,80,56,,0.56,44.8,40.88
2025-01-17,73,56,,0.56,40.88,35.84
2025-01-18,64,56,,0.56,35.84,39.2
2025-01-19,70,56,False,0.56,39.2,44.24
2025-01-20,79,56,,0.56,44.24,41.440000000000005
2025-01-21,74,56,,0.56,41.440000000000005,48.16
2025-01-22,86,56,,0.56,48.16,41.440000000000005
2025-01-23,74,56,,0.56,41.440000000000005,38.080000000000005
2025-01-24,68,56,,0.56,38.080000000000005,56.00000000000001
2025-01-25,100,56,,0.56,56.00000000000001,53.760000000000005
2025-01-26,96,56,False,0.56,53.760000000000005,41.440000000000005
2025-01-27,74,56,,0.56,41.440000000000005,41.440000000000005
2025-01-28,74,56,,0.56,41.440000000000005,40.32000000000001
2025-01-29,72,56,,0.56,40.32000000000001,44.24
2025-01-30,79,56,,0.56,44.24,39.760000000000005
2025-01-31,71,56,,0.56,39.760000000000005,36.96
2025-02-01,66,56,,0.56,36.96,52.080000000000005
2025-02-02,93,56,False,0.56,52.080000000000005,56.00000000000001
2025-02-03,100,56,,0.56,56.00000000000001,46.48
2025-02-04,83,56,,0.56,46.48,40.32000000000001
2025-02-05,72,56,,0.56,40.32000000000001,43.68000000000001
2025-02-06,78,56,,0.56,43.68000000000001,42.00000000000001
2025-02-07,75,56,,0.56,42.00000000000001,41.440000000000005
2025-02-08,74,56,,0.56,41.440000000000005,38.5
2025-02-09,70,55,False,0.55,38.5,37.400000000000006
2025-02-10,68,55,,0.55,37.400000000000006,42.35
2025-02-11,77,55,,0.55,42.35,41.8
2025-02-12,76,55,,0.55,41.8,45.1
2025-02-13,82,55,,0.55,45.1,41.8
2025-02-14,76,55,,0.55,41.8,42.35
2025-02-15,77,55,,0.55,42.35,48.95
2025-02-16,89,55,False,0.55,48.95,47.3
2025-02-17,86,55,,0.55,47.3,47.85
2025-02-18,87,55,,0.55,47.85,44.0
2025-02-19,80,55,,0.55,44.0,44.0
2025-02-20,80,55,,0.55,44.0,41.25
2025-02-21,75,55,,0.55,41.25,35.2
2025-02-22,64,55,,0.55,35.2,37.63
2025-02-23,71,53,False,0.53,37.63,39.22
2025-02-24,74,53,,0.53,39.22,42.93
2025-02-25,81,53,,0.53,42.93,42.93
2025-02-26,81,53,,0.53,42.93,38.690000000000005
2025-02-27,73,53,,0.53,38.690000000000005,37.1
2025-02-28,70,53,,0.53,37.1,39.75
2025-03-01,75,53,,0.53,39.75,44.55
2025-03-02,81,55,False,0.55,44.55,52.8
2025-03-03,96,55,,0.55,52.8,46.75000000000001
2025-03-04,85,55,,0.55,46.75000000000001,49.50000000000001
2025-03-05,90,55,,0.55,49.50000000000001,47.85
2025-03-06,87,55,,0.55,47.85,44.55
2025-03-07,81,55,,0.55,44.55,43.45
2025-03-08,79,55,,0.55,43.45,45.1
2025-03-09,82,55,False,0.55,45.1,46.75000000000001
2025-03-10,85,55,,0.55,46.75000000000001,52.25000000000001
2025-03-11,95,55,,0.55,52.25000000000001,50.6
2025-03-12,92,55,,0.55,50.6,51.7
2025-03-13,94,55,,0.55,51.7,44.55
2025-03-14,81,55,,0.55,44.55,47.85
2025-03-15,87,55,,0.55,47.85,56.99999999999999
2025-03-16,100,57,False,0.57,56.99999999999999,51.87
2025-03-17,91,57,,0.57,51.87,48.45
2025-03-18,85,57,,0.57,48.45,54.15
2025-03-19,95,57,,0.57,54.15,54.15
2025-03-20,95,57,,0.57,54.15,50.16
2025-03-21,88,57,,0.57,50.16,43.88999999999999
2025-03-22,77,57,,0.57,43.88999999999999,57.82
2025-03-23,98,59,False,0.59,57.82,53.099999999999994
2025-03-24,90,59,,0.59,53.099999999999994,53.69
2025-03-25,91,59,,0.59,53.69,51.919999999999995
2025-03-26,88,59,,0.59,51.919999999999995,50.739999999999995
2025-03-27,86,59,,0.59,50.739999999999995,51.33
2025-03-28,87,59,,0.59,51.33,44.84
2025-03-29,76,59,,0.59,44.84,46.440000000000005
2025-03-30,86,54,False,0.54,46.440000000000005,48.6
2025-03-31,90,54,,0.54,48.6,54.0
2025-04-01,100,54,,0.54,54.0,51.84
2025-04-02,96,54,,0.54,51.84,52.38
2025-04-03,97,54,,0.54,52.38,50.220000000000006
2025-04-04,93,54,,0.54,50.220000000000006,45.36
2025-04-05,84,54,,0.54,45.36,45.9
2025-04-06,90,51,False,0.51,45.9,44.88
2025-04-07,88,51,,0.51,44.88,46.41
2025-04-08,91,51,,0.51,46.41,51.0
2025-04-09,100,51,,0.51,51.0,46.41
2025-04-10,91,51,,0.51,46.41,47.94
2025-04-11,94,51,,0.51,47.94,41.82
2025-04-12,82,51,,0.51,41.82,41.82
2025-04-13,82,51,False,0.51,41.82,42.84
