JPMorgan Chase_unscaled,JPMorgan Chase_monthly,isPartial,scale,JPMorgan Chase
87,37.0,,0.37,32.19
68,37.0,,0.37,25.16
48,37.0,,0.37,17.759999999999998
47,39.0,False,0.39,18.33
74,39.0,,0.39,28.86
78,39.0,,0.39,30.42
80,39.0,,0.39,31.200000000000003
85,39.0,,0.39,33.15
84,39.0,,0.39,32.76
59,39.0,,0.39,23.01
31,35.0,False,0.35,10.85
62,35.0,,0.35,21.7
70,35.0,,0.35,24.5
85,35.0,,0.35,29.749999999999996
76,35.0,,0.35,26.6
80,35.0,,0.35,28.0
45,35.0,,0.35,15.749999999999998
32,37.0,False,0.37,11.84
88,37.0,,0.37,32.56
78,37.0,,0.37,28.86
44,37.0,,0.37,16.28
46,37.0,,0.37,17.02
50,37.0,,0.37,18.5
29,37.0,,0.37,10.73
22,41.0,False,0.41,9.02
43,41.0,,0.41,17.63
47,41.0,,0.41,19.27
46,41.0,,0.41,18.86
42,41.0,,0.41,17.22
59,41.0,,0.41,24.19
56,41.0,,0.41,22.959999999999997
39,59.0,False,0.59,23.01
100,59.0,,0.59,59.0
75,59.0,,0.59,44.25
49,59.0,,0.59,28.91
61,59.0,,0.59,35.989999999999995
61,59.0,,0.59,35.989999999999995
44,59.0,,0.59,25.959999999999997
28,47.0,False,0.47,13.16
53,47.0,,0.47,24.91
56,47.0,,0.47,26.32
57,47.0,,0.47,26.79
59,47.0,,0.47,27.729999999999997
54,47.0,,0.47,25.38
33,47.0,,0.47,15.51
24,41.0,False,0.41,9.84
57,41.0,,0.41,23.369999999999997
44,41.0,,0.41,18.04
54,41.0,,0.41,22.139999999999997
49,41.0,,0.41,20.09
46,41.0,,0.41,18.86
18,41.0,,0.41,7.38
15,77.0,False,0.77,11.55
22,77.0,,0.77,16.94
29,77.0,,0.77,22.33
35,77.0,,0.77,26.95
30,77.0,,0.77,23.1
40,77.0,,0.77,30.8
100,77.0,,0.77,77.0
79,64.0,False,0.64,50.56
34,64.0,,0.64,21.76
21,64.0,,0.64,13.44
23,64.0,,0.64,14.72
25,64.0,,0.64,16.0
33,64.0,,0.64,21.12
15,64.0,,0.64,9.6
12,41.0,False,0.41,4.92
25,41.0,,0.41,10.25
26,41.0,,0.41,10.66
19,41.0,,0.41,7.789999999999999
21,41.0,,0.41,8.61
20,41.0,,0.41,8.2
14,41.0,,0.41,5.739999999999999
9,37.0,False,0.37,3.33
22,37.0,,0.37,8.14
22,37.0,,0.37,8.14
19,37.0,,0.37,7.03
22,37.0,,0.37,8.14
17,37.0,,0.37,6.29
14,37.0,,0.37,5.18
11,61.0,False,0.61,6.71
100,61.0,,0.61,61.0
81,61.0,,0.61,49.41
61,61.0,,0.61,37.21
44,61.0,,0.61,26.84
39,61.0,,0.61,23.79
29,61.0,,0.61,17.69
13,38.0,False,0.38,4.94
48,38.0,,0.38,18.24
40,38.0,,0.38,15.2
37,38.0,,0.38,14.06
34,38.0,,0.38,12.92
37,38.0,,0.38,14.06
20,38.0,,0.38,7.6
18,37.0,False,0.37,6.66
39,37.0,,0.37,14.43
45,37.0,,0.37,16.65
43,37.0,,0.37,15.91
38,37.0,,0.37,14.06
35,37.0,,0.37,12.95
20,37.0,,0.37,7.4
17,45.0,False,0.45,7.65
52,45.0,,0.45,23.4
53,45.0,,0.45,23.85
38,45.0,,0.45,17.1
44,45.0,,0.45,19.8
52,45.0,,0.45,23.4
22,45.0,,0.45,9.9
15,35.0,False,0.35,5.25
20,35.0,,0.35,7.0
38,35.0,,0.35,13.3
35,35.0,,0.35,12.25
76,35.0,,0.35,26.6
82,35.0,,0.35,28.7
39,35.0,,0.35,13.65
48,36.0,False,0.36,17.28
71,36.0,,0.36,25.56
83,36.0,,0.36,29.88
74,36.0,,0.36,26.64
67,36.0,,0.36,24.119999999999997
74,36.0,,0.36,26.64
49,36.0,,0.36,17.64
30,37.0,False,0.37,11.1
96,37.0,,0.37,35.519999999999996
100,37.0,,0.37,37.0
72,37.0,,0.37,26.64
58,37.0,,0.37,21.46
73,37.0,,0.37,27.01
47,37.0,,0.37,17.39
34,33.0,False,0.33,11.22
37,33.0,,0.33,12.21
76,33.0,,0.33,25.08
78,33.0,,0.33,25.74
74,33.0,,0.33,24.42
76,33.0,,0.33,25.08
34,33.0,,0.33,11.22
33,38.0,False,0.38,12.54
75,38.0,,0.38,28.5
83,38.0,,0.38,31.54
81,38.0,,0.38,30.78
81,38.0,,0.38,30.78
71,38.0,,0.38,26.98
43,38.0,,0.38,16.34
31,37.0,False,0.37,11.47
100,37.0,,0.37,37.0
33,37.0,,0.37,12.21
80,37.0,,0.37,29.6
72,37.0,,0.37,26.64
71,37.0,,0.37,26.27
49,37.0,,0.37,18.13
29,38.0,False,0.38,11.02
72,38.0,,0.38,27.36
82,38.0,,0.38,31.16
75,38.0,,0.38,28.5
72,38.0,,0.38,27.36
86,38.0,,0.38,32.68
36,38.0,,0.38,13.68
34,37.0,False,0.37,12.58
72,37.0,,0.37,26.64
75,37.0,,0.37,27.75
74,37.0,,0.37,27.38
64,37.0,,0.37,23.68
72,37.0,,0.37,26.64
41,37.0,,0.37,15.17
30,36.0,False,0.36,10.8
67,36.0,,0.36,24.119999999999997
67,36.0,,0.36,24.119999999999997
77,36.0,,0.36,27.72
69,36.0,,0.36,24.84
67,36.0,,0.36,24.119999999999997
48,36.0,,0.36,17.28
33,34.0,False,0.34,11.22
65,34.0,,0.34,22.1
80,34.0,,0.34,27.200000000000003
96,34.0,,0.34,32.64
77,34.0,,0.34,26.180000000000003
78,34.0,,0.34,26.520000000000003
47,34.0,,0.34,15.98
36,35.0,False,0.35,12.6
83,35.0,,0.35,29.049999999999997
86,35.0,,0.35,30.1
83,35.0,,0.35,29.049999999999997
77,35.0,,0.35,26.95
88,35.0,,0.35,30.799999999999997
44,35.0,,0.35,15.4
43,36.0,False,0.36,15.48
81,36.0,,0.36,29.16
100,36.0,,0.36,36.0
84,36.0,,0.36,30.24
93,36.0,,0.36,33.48
78,36.0,,0.36,28.08
49,36.0,,0.36,17.64
39,35.0,False,0.35,13.65
68,35.0,,0.35,23.799999999999997
81,35.0,,0.35,28.35
94,35.0,,0.35,32.9
80,35.0,,0.35,28.0
79,35.0,,0.35,27.65
51,35.0,,0.35,17.849999999999998
37,36.0,False,0.36,13.32
82,36.0,,0.36,29.52
100,36.0,,0.36,36.0
85,36.0,,0.36,30.6
87,36.0,,0.36,31.32
25,36.0,,0.36,9.0
17,36.0,,0.36,6.12
10,33.0,False,0.33,3.3000000000000003
17,33.0,,0.33,5.61
31,33.0,,0.33,10.23
24,33.0,,0.33,7.92
30,33.0,,0.33,9.9
26,33.0,,0.33,8.58
19,33.0,,0.33,6.2700000000000005
13,33.0,False,0.33,4.29
26,33.0,,0.33,8.58
28,33.0,,0.33,9.24
24,33.0,,0.33,7.92
23,33.0,,0.33,7.590000000000001
27,33.0,,0.33,8.91
18,33.0,,0.33,5.94
14,37.0,False,0.37,5.18
28,37.0,,0.37,10.36
35,37.0,,0.37,12.95
31,37.0,,0.37,11.47
30,37.0,,0.37,11.1
21,37.0,,0.37,7.77
10,37.0,,0.37,3.7
13,61.0,False,0.61,7.93
25,61.0,,0.61,15.25
41,61.0,,0.61,25.01
100,61.0,,0.61,61.0
61,61.0,,0.61,37.21
30,61.0,,0.61,18.3
14,61.0,,0.61,8.54
16,37.0,False,0.37,5.92
44,37.0,,0.37,16.28
41,37.0,,0.37,15.17
43,37.0,,0.37,15.91
32,37.0,,0.37,11.84
45,37.0,,0.37,16.65
20,37.0,,0.37,7.4
25,44.0,False,0.44,11.0
33,44.0,,0.44,14.52
35,44.0,,0.44,15.4
34,44.0,,0.44,14.96
38,44.0,,0.44,16.72
38,44.0,,0.44,16.72
100,44.0,,0.44,44.0
83,44.0,False,0.44,36.52
45,44.0,,0.44,19.8
35,44.0,,0.44,15.4
40,44.0,,0.44,17.6
34,44.0,,0.44,14.96
40,44.0,,0.44,17.6
22,44.0,,0.44,9.68
19,34.0,False,0.34,6.460000000000001
39,34.0,,0.34,13.260000000000002
41,34.0,,0.34,13.94
39,34.0,,0.34,13.260000000000002
31,34.0,,0.34,10.54
40,34.0,,0.34,13.6
20,34.0,,0.34,6.800000000000001
18,37.0,False,0.37,6.66
41,37.0,,0.37,15.17
43,37.0,,0.37,15.91
94,37.0,,0.37,34.78
83,37.0,,0.37,30.71
87,37.0,,0.37,32.19
63,37.0,,0.37,23.31
52,36.0,False,0.36,18.72
94,36.0,,0.36,33.839999999999996
83,36.0,,0.36,29.88
86,36.0,,0.36,30.959999999999997
89,36.0,,0.36,32.04
89,36.0,,0.36,32.04
59,36.0,,0.36,21.24
31,36.0,False,0.36,11.16
82,36.0,,0.36,29.52
99,36.0,,0.36,35.64
84,36.0,,0.36,30.24
100,36.0,,0.36,36.0
69,36.0,,0.36,24.84
43,36.0,,0.36,15.48
32,24.0,False,0.24,7.68
82,24.0,,0.24,19.68
58,24.0,,0.24,13.92
64,24.0,,0.24,15.36
0,24.0,,0.24,0.0
43,24.0,,0.24,10.32
31,24.0,,0.24,7.44
26,33.0,False,0.33,8.58
81,33.0,,0.33,26.73
87,33.0,,0.33,28.71
79,33.0,,0.33,26.07
70,33.0,,0.33,23.1
84,33.0,,0.33,27.72
58,33.0,,0.33,19.14
38,33.0,False,0.33,12.54
70,33.0,,0.33,23.1
91,33.0,,0.33,30.03
67,33.0,,0.33,22.11
80,33.0,,0.33,26.4
89,33.0,,0.33,29.37
54,33.0,,0.33,17.82
38,35.0,False,0.35,13.3
100,35.0,,0.35,35.0
81,35.0,,0.35,28.35
86,35.0,,0.35,30.1
71,35.0,,0.35,24.85
72,35.0,,0.35,25.2
50,35.0,,0.35,17.5
18,31.0,False,0.31,5.58
75,31.0,,0.31,23.25
89,31.0,,0.31,27.59
76,31.0,,0.31,23.56
73,31.0,,0.31,22.63
62,31.0,,0.31,19.22
54,31.0,,0.31,16.74
28,30.0,False,0.3,8.4
24,30.0,,0.3,7.199999999999999
56,30.0,,0.3,16.8
77,30.0,,0.3,23.1
85,30.0,,0.3,25.5
97,30.0,,0.3,29.1
48,30.0,,0.3,14.4
31,30.0,False,0.3,9.3
14,30.0,,0.3,4.2
74,30.0,,0.3,22.2
83,30.0,,0.3,24.9
84,30.0,,0.3,25.2
66,30.0,,0.3,19.8
37,30.0,,0.3,11.1
31,34.0,False,0.34,10.54
85,34.0,,0.34,28.9
78,34.0,,0.34,26.520000000000003
69,34.0,,0.34,23.46
85,34.0,,0.34,28.9
88,34.0,,0.34,29.92
33,34.0,,0.34,11.22
37,38.0,False,0.38,14.06
58,38.0,,0.38,22.04
82,38.0,,0.38,31.16
100,38.0,,0.38,38.0
73,38.0,,0.38,27.74
80,38.0,,0.38,30.4
52,38.0,,0.38,19.76
37,41.0,False,0.41,15.17
81,41.0,,0.41,33.21
93,41.0,,0.41,38.129999999999995
100,41.0,,0.41,41.0
88,41.0,,0.41,36.08
77,41.0,,0.41,31.569999999999997
53,41.0,,0.41,21.73
46,37.0,False,0.37,17.02
86,37.0,,0.37,31.82
79,37.0,,0.37,29.23
79,37.0,,0.37,29.23
77,37.0,,0.37,28.49
61,37.0,,0.37,22.57
52,37.0,,0.37,19.24
43,39.0,False,0.39,16.77
63,39.0,,0.39,24.57
91,39.0,,0.39,35.49
86,39.0,,0.39,33.54
80,39.0,,0.39,31.200000000000003
77,39.0,,0.39,30.03
52,39.0,,0.39,20.28
39,37.0,False,0.37,14.43
62,37.0,,0.37,22.94
77,37.0,,0.37,28.49
90,37.0,,0.37,33.3
84,37.0,,0.37,31.08
72,37.0,,0.37,26.64
38,37.0,,0.37,14.06
27,37.0,False,0.37,9.99
51,37.0,,0.37,18.87
85,37.0,,0.37,31.45
77,37.0,,0.37,28.49
100,37.0,,0.37,37.0
76,37.0,,0.37,28.12
50,37.0,,0.37,18.5
39,37.0,False,0.37,14.43
74,37.0,,0.37,27.38
88,37.0,,0.37,32.56
76,37.0,,0.37,28.12
65,37.0,,0.37,24.05
66,37.0,,0.37,24.42
53,37.0,,0.37,19.61
44,37.0,False,0.37,16.28
86,37.0,,0.37,31.82
88,37.0,,0.37,32.56
92,37.0,,0.37,34.04
80,37.0,,0.37,29.6
71,37.0,,0.37,26.27
45,37.0,,0.37,16.65
34,38.0,False,0.38,12.92
83,38.0,,0.38,31.54
100,38.0,,0.38,38.0
91,38.0,,0.38,34.58
77,38.0,,0.38,29.26
81,38.0,,0.38,30.78
40,38.0,,0.38,15.2
27,36.0,False,0.36,9.72
84,36.0,,0.36,30.24
98,36.0,,0.36,35.28
83,36.0,,0.36,29.88
75,36.0,,0.36,27.0
68,36.0,,0.36,24.48
52,36.0,,0.36,18.72
56,35.0,False,0.35,19.6
71,35.0,,0.35,24.85
68,35.0,,0.35,23.799999999999997
78,35.0,,0.35,27.299999999999997
83,35.0,,0.35,29.049999999999997
62,35.0,,0.35,21.7
59,35.0,,0.35,20.65
27,36.0,False,0.36,9.72
20,36.0,,0.36,7.199999999999999
21,36.0,,0.36,7.56
20,36.0,,0.36,7.199999999999999
22,36.0,,0.36,7.92
19,36.0,,0.36,6.84
8,36.0,,0.36,2.88
8,84.0,False,0.84,6.72
20,84.0,,0.84,16.8
100,84.0,,0.84,84.0
70,84.0,,0.84,58.8
29,84.0,,0.84,24.36
27,84.0,,0.84,22.68
12,84.0,,0.84,10.08
9,41.0,False,0.41,3.69
23,41.0,,0.41,9.43
26,41.0,,0.41,10.66
20,41.0,,0.41,8.2
25,41.0,,0.41,10.25
19,41.0,,0.41,7.789999999999999
10,41.0,,0.41,4.1
8,36.0,False,0.36,2.88
20,36.0,,0.36,7.199999999999999
15,36.0,,0.36,5.3999999999999995
25,36.0,,0.36,9.0
23,36.0,,0.36,8.28
14,36.0,,0.36,5.04
13,36.0,,0.36,4.68
9,36.0,False,0.36,3.24
19,36.0,,0.36,6.84
21,36.0,,0.36,7.56
62,36.0,,0.36,22.32
62,36.0,,0.36,22.32
77,36.0,,0.36,27.72
45,36.0,,0.36,16.2
48,35.0,False,0.35,16.799999999999997
61,35.0,,0.35,21.35
62,35.0,,0.35,21.7
56,35.0,,0.35,19.6
66,35.0,,0.35,23.1
82,35.0,,0.35,28.7
40,35.0,,0.35,14.0
31,36.0,False,0.36,11.16
78,36.0,,0.36,28.08
79,36.0,,0.36,28.44
72,36.0,,0.36,25.92
57,36.0,,0.36,20.52
63,36.0,,0.36,22.68
39,36.0,,0.36,14.04
27,36.0,False,0.36,9.72
78,36.0,,0.36,28.08
71,36.0,,0.36,25.56
78,36.0,,0.36,28.08
63,36.0,,0.36,22.68
66,36.0,,0.36,23.76
39,36.0,,0.36,14.04
0,40.0,False,0.4,0.0
35,40.0,,0.4,14.0
89,40.0,,0.4,35.6
100,40.0,,0.4,40.0
88,40.0,,0.4,35.2
93,40.0,,0.4,37.2
52,40.0,,0.4,20.8
33,41.0,False,0.41,13.53
100,41.0,,0.41,41.0
86,41.0,,0.41,35.26
97,41.0,,0.41,39.77
83,41.0,,0.41,34.03
77,41.0,,0.41,31.569999999999997
41,41.0,,0.41,16.81
38,40.0,False,0.4,15.2
69,40.0,,0.4,27.6
82,40.0,,0.4,32.800000000000004
92,40.0,,0.4,36.8
77,40.0,,0.4,30.8
83,40.0,,0.4,33.2
50,40.0,,0.4,20.0
49,38.0,False,0.38,18.62
94,38.0,,0.38,35.72
86,38.0,,0.38,32.68
81,38.0,,0.38,30.78
75,38.0,,0.38,28.5
62,38.0,,0.38,23.56
54,38.0,,0.38,20.52
39,39.0,False,0.39,15.21
74,39.0,,0.39,28.86
90,39.0,,0.39,35.1
83,39.0,,0.39,32.370000000000005
77,39.0,,0.39,30.03
94,39.0,,0.39,36.66
40,39.0,,0.39,15.6
35,38.0,False,0.38,13.3
86,38.0,,0.38,32.68
63,38.0,,0.38,23.94
100,38.0,,0.38,38.0
38,38.0,,0.38,14.44
65,38.0,,0.38,24.7
54,38.0,,0.38,20.52
51,41.0,False,0.41,20.91
82,41.0,,0.41,33.62
73,41.0,,0.41,29.93
73,41.0,,0.41,29.93
81,41.0,,0.41,33.21
71,41.0,,0.41,29.11
51,41.0,,0.41,20.91
29,43.0,False,0.43,12.47
92,43.0,,0.43,39.56
99,43.0,,0.43,42.57
86,43.0,,0.43,36.98
78,43.0,,0.43,33.54
72,43.0,,0.43,30.96
45,43.0,,0.43,19.35
39,39.0,False,0.39,15.21
82,39.0,,0.39,31.98
74,39.0,,0.39,28.86
76,39.0,,0.39,29.64
93,39.0,,0.39,36.27
64,39.0,,0.39,24.96
33,39.0,,0.39,12.87
41,41.0,False,0.41,16.81
87,41.0,,0.41,35.669999999999995
77,41.0,,0.41,31.569999999999997
78,41.0,,0.41,31.979999999999997
86,41.0,,0.41,35.26
76,41.0,,0.41,31.159999999999997
45,41.0,,0.41,18.45
33,39.0,False,0.39,12.87
88,39.0,,0.39,34.32
79,39.0,,0.39,30.81
80,39.0,,0.39,31.200000000000003
84,39.0,,0.39,32.76
76,39.0,,0.39,29.64
36,39.0,,0.39,14.04
37,36.0,False,0.36,13.32
61,36.0,,0.36,21.96
74,36.0,,0.36,26.64
68,36.0,,0.36,24.48
82,36.0,,0.36,29.52
66,36.0,,0.36,23.76
35,36.0,,0.36,12.6
49,39.0,False,0.39,19.11
70,39.0,,0.39,27.3
78,39.0,,0.39,30.42
82,39.0,,0.39,31.98
71,39.0,,0.39,27.69
78,39.0,,0.39,30.42
41,39.0,,0.39,15.99
37,41.0,False,0.41,15.17
66,41.0,,0.41,27.06
100,41.0,,0.41,41.0
79,41.0,,0.41,32.39
77,41.0,,0.41,31.569999999999997
72,41.0,,0.41,29.52
58,41.0,,0.41,23.78
39,41.0,False,0.41,15.989999999999998
60,41.0,,0.41,24.6
96,41.0,,0.41,39.36
89,41.0,,0.41,36.489999999999995
96,41.0,,0.41,39.36
75,41.0,,0.41,30.749999999999996
50,41.0,,0.41,20.5
35,39.0,False,0.39,13.65
90,39.0,,0.39,35.1
91,39.0,,0.39,35.49
78,39.0,,0.39,30.42
95,39.0,,0.39,37.05
69,39.0,,0.39,26.91
50,39.0,,0.39,19.5
33,40.0,False,0.4,13.2
84,40.0,,0.4,33.6
88,40.0,,0.4,35.2
100,40.0,,0.4,40.0
87,40.0,,0.4,34.800000000000004
66,40.0,,0.4,26.4
58,40.0,,0.4,23.200000000000003
38,40.0,False,0.4,15.2
93,40.0,,0.4,37.2
81,40.0,,0.4,32.4
86,40.0,,0.4,34.4
85,40.0,,0.4,34.0
88,40.0,,0.4,35.2
55,40.0,,0.4,22.0
44,42.0,False,0.42,18.48
82,42.0,,0.42,34.44
72,42.0,,0.42,30.24
69,42.0,,0.42,28.98
100,42.0,,0.42,42.0
88,42.0,,0.42,36.96
49,42.0,,0.42,20.58
31,37.0,False,0.37,11.47
64,37.0,,0.37,23.68
77,37.0,,0.37,28.49
68,37.0,,0.37,25.16
55,37.0,,0.37,20.35
70,37.0,,0.37,25.9
36,37.0,,0.37,13.32
29,39.0,False,0.39,11.31
64,39.0,,0.39,24.96
82,39.0,,0.39,31.98
79,39.0,,0.39,30.81
71,39.0,,0.39,27.69
69,39.0,,0.39,26.91
46,39.0,,0.39,17.94
35,37.0,False,0.37,12.95
65,37.0,,0.37,24.05
73,37.0,,0.37,27.01
72,37.0,,0.37,26.64
68,37.0,,0.37,25.16
65,37.0,,0.37,24.05
35,37.0,,0.37,12.95
34,41.0,False,0.41,13.94
68,41.0,,0.41,27.88
92,41.0,,0.41,37.72
89,41.0,,0.41,36.489999999999995
72,41.0,,0.41,29.52
82,41.0,,0.41,33.62
50,41.0,,0.41,20.5
48,36.0,False,0.36,17.28
82,36.0,,0.36,29.52
53,36.0,,0.36,19.08
70,36.0,,0.36,25.2
77,36.0,,0.36,27.72
77,36.0,,0.36,27.72
41,36.0,,0.36,14.76
33,37.0,False,0.37,12.21
63,37.0,,0.37,23.31
80,37.0,,0.37,29.6
85,37.0,,0.37,31.45
79,37.0,,0.37,29.23
72,37.0,,0.37,26.64
36,37.0,,0.37,13.32
28,41.0,False,0.41,11.48
85,41.0,,0.41,34.85
100,41.0,,0.41,41.0
74,41.0,,0.41,30.34
74,41.0,,0.41,30.34
94,41.0,,0.41,38.54
49,41.0,,0.41,20.09
33,34.0,False,0.34,11.22
73,34.0,,0.34,24.82
75,34.0,,0.34,25.500000000000004
84,34.0,,0.34,28.56
39,34.0,,0.34,13.260000000000002
58,34.0,,0.34,19.72
67,34.0,,0.34,22.78
45,46.0,False,0.46,20.7
97,46.0,,0.46,44.620000000000005
100,46.0,,0.46,46.0
78,46.0,,0.46,35.88
70,46.0,,0.46,32.2
47,46.0,,0.46,21.62
39,46.0,,0.46,17.94
31,38.0,False,0.38,11.78
54,38.0,,0.38,20.52
60,38.0,,0.38,22.8
63,38.0,,0.38,23.94
66,38.0,,0.38,25.08
66,38.0,,0.38,25.08
38,38.0,,0.38,14.44
33,39.0,False,0.39,12.87
61,39.0,,0.39,23.79
65,39.0,,0.39,25.35
71,39.0,,0.39,27.69
56,39.0,,0.39,21.84
64,39.0,,0.39,24.96
36,39.0,,0.39,14.04
30,34.0,False,0.34,10.2
78,34.0,,0.34,26.520000000000003
48,34.0,,0.34,16.32
28,34.0,,0.34,9.52
54,34.0,,0.34,18.360000000000003
68,34.0,,0.34,23.12
33,34.0,,0.34,11.22
28,36.0,False,0.36,10.08
58,36.0,,0.36,20.88
51,36.0,,0.36,18.36
11,36.0,,0.36,3.96
23,36.0,,0.36,8.28
20,36.0,,0.36,7.199999999999999
16,36.0,,0.36,5.76
11,92.0,False,0.92,10.12
20,92.0,,0.92,18.4
86,92.0,,0.92,79.12
100,92.0,,0.92,92.0
27,92.0,,0.92,24.84
34,92.0,,0.92,31.28
23,92.0,,0.92,21.16
22,55.0,False,0.55,12.1
31,55.0,,0.55,17.05
34,55.0,,0.55,18.700000000000003
29,55.0,,0.55,15.95
28,55.0,,0.55,15.400000000000002
26,55.0,,0.55,14.3
18,55.0,,0.55,9.9
14,45.0,False,0.45,6.3
15,45.0,,0.45,6.75
27,45.0,,0.45,12.15
30,45.0,,0.45,13.5
31,45.0,,0.45,13.95
31,45.0,,0.45,13.95
16,45.0,,0.45,7.2
10,45.0,False,0.45,4.5
28,45.0,,0.45,12.6
27,45.0,,0.45,12.15
22,45.0,,0.45,9.9
25,45.0,,0.45,11.25
25,45.0,,0.45,11.25
34,45.0,,0.45,15.3
45,47.0,False,0.47,21.15
61,47.0,,0.47,28.67
77,47.0,,0.47,36.19
79,47.0,,0.47,37.129999999999995
74,47.0,,0.47,34.78
77,47.0,,0.47,36.19
50,47.0,,0.47,23.5
28,52.0,False,0.52,14.56
70,52.0,,0.52,36.4
80,52.0,,0.52,41.6
89,52.0,,0.52,46.28
100,52.0,,0.52,52.0
78,52.0,,0.52,40.56
69,52.0,,0.52,35.88
56,51.0,False,0.51,28.56
61,51.0,,0.51,31.11
85,51.0,,0.51,43.35
75,51.0,,0.51,38.25
90,51.0,,0.51,45.9
74,51.0,,0.51,37.74
54,51.0,,0.51,27.54
39,51.0,False,0.51,19.89
91,51.0,,0.51,46.41
78,51.0,,0.51,39.78
78,51.0,,0.51,39.78
70,51.0,,0.51,35.7
66,51.0,,0.51,33.660000000000004
59,51.0,,0.51,30.09
42,46.0,False,0.46,19.32
76,46.0,,0.46,34.96
89,46.0,,0.46,40.940000000000005
93,46.0,,0.46,42.78
73,46.0,,0.46,33.58
92,46.0,,0.46,42.32
53,46.0,,0.46,24.380000000000003
46,45.0,False,0.45,20.7
88,45.0,,0.45,39.6
100,45.0,,0.45,45.0
85,45.0,,0.45,38.25
82,45.0,,0.45,36.9
80,45.0,,0.45,36.0
53,45.0,,0.45,23.85
52,44.0,False,0.44,22.88
82,44.0,,0.44,36.08
84,44.0,,0.44,36.96
100,44.0,,0.44,44.0
79,44.0,,0.44,34.76
78,44.0,,0.44,34.32
54,44.0,,0.44,23.76
44,42.0,False,0.42,18.48
78,42.0,,0.42,32.76
71,42.0,,0.42,29.82
91,42.0,,0.42,38.22
87,42.0,,0.42,36.54
87,42.0,,0.42,36.54
40,42.0,,0.42,16.8
53,52.0,False,0.52,27.56
72,52.0,,0.52,37.44
83,52.0,,0.52,43.16
91,52.0,,0.52,47.32
82,52.0,,0.52,42.64
92,52.0,,0.52,47.84
46,52.0,,0.52,23.92
54,46.0,False,0.46,24.84
77,46.0,,0.46,35.42
81,46.0,,0.46,37.260000000000005
76,46.0,,0.46,34.96
72,46.0,,0.46,33.120000000000005
100,46.0,,0.46,46.0
43,46.0,,0.46,19.78
44,44.0,False,0.44,19.36
80,44.0,,0.44,35.2
81,44.0,,0.44,35.64
71,44.0,,0.44,31.24
79,44.0,,0.44,34.76
53,44.0,,0.44,23.32
38,44.0,,0.44,16.72
32,39.0,False,0.39,12.48
72,39.0,,0.39,28.08
69,39.0,,0.39,26.91
51,39.0,,0.39,19.89
67,39.0,,0.39,26.130000000000003
56,39.0,,0.39,21.84
36,39.0,,0.39,14.04
31,39.0,False,0.39,12.09
70,39.0,,0.39,27.3
81,39.0,,0.39,31.59
64,39.0,,0.39,24.96
